Departure,Destination,Date,Departure time,Arrival time,Flightnumber,Duration,Price
Brussels,Palermo,25/06/2023,None,None,None,None,None
Brussels,Palermo,26/06/2023,None,None,None,None,None
Brussels,Palermo,27/06/2023,None,None,None,None,None
Brussels,Palermo,28/06/2023,None,None,None,None,None
Brussels,Palermo,29/06/2023,None,None,None,None,None
Brussels,Palermo,30/06/2023,None,None,None,None,None
Brussels,Palermo,01/07/2023,None,None,None,None,None
Brussels,Palermo,02/07/2023,None,None,None,None,None
Brussels,Palermo,03/07/2023,None,None,None,None,None
Brussels,Palermo,04/07/2023,None,None,None,None,None
Brussels,Palermo,05/07/2023,None,None,None,None,None
Brussels,Palermo,06/07/2023,None,None,None,None,None
Brussels,Palermo,07/07/2023,None,None,None,None,None
Brussels,Palermo,08/07/2023,None,None,None,None,None
Brussels,Palermo,09/07/2023,None,None,None,None,None
Brussels,Palermo,10/07/2023,None,None,None,None,None
Brussels,Palermo,11/07/2023,None,None,None,None,None
Brussels,Palermo,12/07/2023,None,None,None,None,None
Brussels,Palermo,13/07/2023,None,None,None,None,None
Brussels,Palermo,14/07/2023,None,None,None,None,None
Brussels,Palermo,15/07/2023,None,None,None,None,None
Brussels,Palermo,16/07/2023,None,None,None,None,None
Brussels,Palermo,17/07/2023,None,None,None,None,None
Brussels,Palermo,18/07/2023,None,None,None,None,None
Brussels,Palermo,19/07/2023,None,None,None,None,None
Brussels,Palermo,20/07/2023,None,None,None,None,None
Brussels,Palermo,21/07/2023,None,None,None,None,None
Brussels,Palermo,22/07/2023,None,None,None,None,None
Brussels,Palermo,23/07/2023,None,None,None,None,None
Brussels,Palermo,24/07/2023,None,None,None,None,None
Brussels,Palermo,25/07/2023,None,None,None,None,None
Brussels,Palermo,26/07/2023,None,None,None,None,None
Brussels,Palermo,27/07/2023,None,None,None,None,None
Brussels,Palermo,28/07/2023,None,None,None,None,None
Brussels,Palermo,29/07/2023,None,None,None,None,None
Brussels,Palermo,30/07/2023,None,None,None,None,None
Brussels,Palermo,31/07/2023,None,None,None,None,None
Brussels,Palermo,01/08/2023,None,None,None,None,None
Brussels,Palermo,02/08/2023,None,None,None,None,None
Brussels,Palermo,03/08/2023,None,None,None,None,None
Brussels,Palermo,04/08/2023,None,None,None,None,None
Brussels,Palermo,05/08/2023,None,None,None,None,None
Brussels,Palermo,06/08/2023,None,None,None,None,None
Brussels,Palermo,07/08/2023,None,None,None,None,None
Brussels,Palermo,08/08/2023,None,None,None,None,None
Brussels,Palermo,09/08/2023,None,None,None,None,None
Brussels,Palermo,10/08/2023,None,None,None,None,None
Brussels,Palermo,11/08/2023,None,None,None,None,None
Brussels,Palermo,12/08/2023,None,None,None,None,None
Brussels,Palermo,13/08/2023,None,None,None,None,None
Brussels,Palermo,14/08/2023,None,None,None,None,None
Brussels,Palermo,15/08/2023,None,None,None,None,None
Brussels,Palermo,16/08/2023,None,None,None,None,None
Brussels,Palermo,17/08/2023,None,None,None,None,None
Brussels,Palermo,18/08/2023,None,None,None,None,None
Brussels,Palermo,19/08/2023,None,None,None,None,None
Brussels,Palermo,20/08/2023,None,None,None,None,None
Brussels,Palermo,21/08/2023,None,None,None,None,None
Brussels,Palermo,22/08/2023,None,None,None,None,None
Brussels,Palermo,23/08/2023,None,None,None,None,None
Brussels,Palermo,24/08/2023,None,None,None,None,None
Brussels,Palermo,25/08/2023,None,None,None,None,None
Brussels,Palermo,26/08/2023,None,None,None,None,None
Brussels,Palermo,27/08/2023,None,None,None,None,None
Brussels,Palermo,28/08/2023,None,None,None,None,None
Brussels,Palermo,29/08/2023,None,None,None,None,None
Brussels,Palermo,30/08/2023,None,None,None,None,None
Brussels,Palermo,31/08/2023,None,None,None,None,None
Brussels,Palermo,01/09/2023,None,None,None,None,None
Brussels,Palermo,02/09/2023,None,None,None,None,None
Brussels,Palermo,03/09/2023,None,None,None,None,None
Brussels,Palermo,04/09/2023,None,None,None,None,None
Brussels,Palermo,05/09/2023,None,None,None,None,None
Brussels,Palermo,06/09/2023,None,None,None,None,None
Brussels,Palermo,07/09/2023,None,None,None,None,None
Brussels,Palermo,08/09/2023,None,None,None,None,None
Brussels,Palermo,09/09/2023,None,None,None,None,None
Brussels,Palermo,10/09/2023,None,None,None,None,None
Brussels,Palermo,11/09/2023,None,None,None,None,None
Brussels,Palermo,12/09/2023,None,None,None,None,None
Brussels,Palermo,13/09/2023,None,None,None,None,None
Brussels,Palermo,14/09/2023,None,None,None,None,None
Brussels,Palermo,15/09/2023,None,None,None,None,None
Brussels,Palermo,16/09/2023,None,None,None,None,None
Brussels,Palermo,17/09/2023,None,None,None,None,None
Brussels,Palermo,18/09/2023,None,None,None,None,None
Brussels,Palermo,19/09/2023,None,None,None,None,None
Brussels,Palermo,20/09/2023,None,None,None,None,None
Brussels,Palermo,21/09/2023,None,None,None,None,None
Brussels,Palermo,22/09/2023,None,None,None,None,None
Brussels,Palermo,23/09/2023,None,None,None,None,None
Brussels,Palermo,24/09/2023,None,None,None,None,None
Brussels,Palermo,25/09/2023,None,None,None,None,None
Brussels,Palermo,26/09/2023,None,None,None,None,None
Brussels,Palermo,27/09/2023,None,None,None,None,None
Brussels,Palermo,28/09/2023,None,None,None,None,None
Brussels,Palermo,29/09/2023,None,None,None,None,None
Brussels,Palermo,30/09/2023,None,None,None,None,None
Brussels,Faro,01/04/2023,None,None,None,None,None
Brussels,Faro,02/04/2023,07:10,09:05,HV9007,115,215.0
Brussels,Faro,03/04/2023,15:40,17:35,HV9007,115,197.0
Brussels,Faro,04/04/2023,None,None,None,None,None
Brussels,Faro,05/04/2023,None,None,None,None,None
Brussels,Faro,06/04/2023,16:45,18:40,HV9007,115,135.0
Brussels,Faro,07/04/2023,07:15,09:10,HV9007,115,180.0
Brussels,Faro,08/04/2023,None,None,None,None,None
Brussels,Faro,09/04/2023,07:10,09:05,HV9007,115,109.0
Brussels,Faro,10/04/2023,15:40,17:35,HV9007,115,97.0
Brussels,Faro,11/04/2023,None,None,None,None,None
Brussels,Faro,12/04/2023,None,None,None,None,None
Brussels,Faro,13/04/2023,16:45,18:40,HV9007,115,61.0
Brussels,Faro,14/04/2023,07:15,09:10,HV9007,115,61.0
Brussels,Faro,15/04/2023,None,None,None,None,None
Brussels,Faro,16/04/2023,07:10,09:05,HV9007,115,109.0
Brussels,Faro,17/04/2023,15:40,17:35,HV9007,115,87.0
Brussels,Faro,18/04/2023,None,None,None,None,None
Brussels,Faro,19/04/2023,None,None,None,None,None
Brussels,Faro,20/04/2023,16:45,18:40,HV9007,115,135.0
Brussels,Faro,21/04/2023,07:15,09:10,HV9007,115,165.0
Brussels,Faro,22/04/2023,None,None,None,None,None
Brussels,Faro,23/04/2023,07:10,09:05,HV9007,115,233.0
Brussels,Faro,24/04/2023,15:40,17:35,HV9007,115,215.0
Brussels,Faro,25/04/2023,None,None,None,None,None
Brussels,Faro,26/04/2023,None,None,None,None,None
Brussels,Faro,27/04/2023,16:45,18:40,HV9007,115,215.0
Brussels,Faro,28/04/2023,07:15,09:10,HV9007,115,215.0
Brussels,Faro,29/04/2023,None,None,None,None,None
Brussels,Faro,30/04/2023,07:10,09:05,HV9007,115,165.0
Brussels,Faro,01/05/2023,15:40,17:35,HV9007,115,180.0
Brussels,Faro,02/05/2023,None,None,None,None,None
Brussels,Faro,03/05/2023,None,None,None,None,None
Brussels,Faro,04/05/2023,16:45,18:40,HV9007,115,97.0
Brussels,Faro,05/05/2023,07:15,09:10,HV9007,115,87.0
Brussels,Faro,06/05/2023,None,None,None,None,None
Brussels,Faro,07/05/2023,07:10,09:05,HV9007,115,87.0
Brussels,Faro,08/05/2023,15:40,17:35,HV9007,115,87.0
Brussels,Faro,09/05/2023,None,None,None,None,None
Brussels,Faro,10/05/2023,None,None,None,None,None
Brussels,Faro,11/05/2023,16:45,18:40,HV9007,115,87.0
Brussels,Faro,12/05/2023,07:15,09:10,HV9007,115,109.0
Brussels,Faro,13/05/2023,None,None,None,None,None
Brussels,Faro,14/05/2023,07:10,09:05,HV9007,115,109.0
Brussels,Faro,15/05/2023,15:40,17:35,HV9007,115,135.0
Brussels,Faro,16/05/2023,None,None,None,None,None
Brussels,Faro,17/05/2023,None,None,None,None,None
Brussels,Faro,18/05/2023,16:45,18:40,HV9007,115,165.0
Brussels,Faro,19/05/2023,07:15,09:10,HV9007,115,149.0
Brussels,Faro,20/05/2023,None,None,None,None,None
Brussels,Faro,21/05/2023,07:10,09:05,HV9007,115,97.0
Brussels,Faro,22/05/2023,15:40,17:35,HV9007,115,97.0
Brussels,Faro,23/05/2023,None,None,None,None,None
Brussels,Faro,24/05/2023,None,None,None,None,None
Brussels,Faro,25/05/2023,16:45,18:40,HV9007,115,122.0
Brussels,Faro,26/05/2023,07:15,09:10,HV9007,115,135.0
Brussels,Faro,27/05/2023,None,None,None,None,None
Brussels,Faro,28/05/2023,07:10,09:05,HV9007,115,135.0
Brussels,Faro,29/05/2023,15:40,17:35,HV9007,115,122.0
Brussels,Faro,30/05/2023,None,None,None,None,None
Brussels,Faro,31/05/2023,None,None,None,None,None
Brussels,Faro,01/06/2023,16:45,18:40,HV9007,115,135.0
Brussels,Faro,02/06/2023,07:15,09:10,HV9007,115,135.0
Brussels,Faro,03/06/2023,None,None,None,None,None
Brussels,Faro,04/06/2023,07:10,09:05,HV9007,115,87.0
Brussels,Faro,05/06/2023,15:40,17:35,HV9007,115,97.0
Brussels,Faro,06/06/2023,None,None,None,None,None
Brussels,Faro,07/06/2023,None,None,None,None,None
Brussels,Faro,08/06/2023,16:45,18:40,HV9007,115,87.0
Brussels,Faro,09/06/2023,07:15,09:10,HV9007,115,87.0
Brussels,Faro,10/06/2023,None,None,None,None,None
Brussels,Faro,11/06/2023,07:10,09:05,HV9007,115,87.0
Brussels,Faro,12/06/2023,15:40,17:35,HV9007,115,87.0
Brussels,Faro,13/06/2023,None,None,None,None,None
Brussels,Faro,14/06/2023,None,None,None,None,None
Brussels,Faro,15/06/2023,16:45,18:40,HV9007,115,68.0
Brussels,Faro,16/06/2023,07:15,09:10,HV9007,115,78.0
Brussels,Faro,17/06/2023,None,None,None,None,None
Brussels,Faro,18/06/2023,07:10,09:05,HV9007,115,68.0
Brussels,Faro,19/06/2023,15:40,17:35,HV9007,115,61.0
Brussels,Faro,20/06/2023,None,None,None,None,None
Brussels,Faro,21/06/2023,None,None,None,None,None
Brussels,Faro,22/06/2023,16:45,18:40,HV9007,115,68.0
Brussels,Faro,23/06/2023,07:15,09:10,HV9007,115,97.0
Brussels,Faro,24/06/2023,None,None,None,None,None
Brussels,Faro,25/06/2023,07:10,09:05,HV9007,115,149.0
Brussels,Faro,26/06/2023,15:40,17:35,HV9007,115,197.0
Brussels,Faro,27/06/2023,None,None,None,None,None
Brussels,Faro,28/06/2023,None,None,None,None,None
Brussels,Faro,29/06/2023,07:40,09:35,HV9007,115,149.0
Brussels,Faro,30/06/2023,07:10,09:05,HV9007,115,162.0
Brussels,Faro,01/07/2023,17:05,19:00,HV9011,115,111.0
Brussels,Faro,02/07/2023,07:30,09:25,HV9007,115,204.0
Brussels,Faro,03/07/2023,07:15,09:10,HV9021,115,148.0
Brussels,Faro,04/07/2023,07:20,09:15,HV9007,115,134.0
Brussels,Faro,05/07/2023,None,None,None,None,None
Brussels,Faro,06/07/2023,07:40,09:35,HV9007,115,162.0
Brussels,Faro,07/07/2023,07:10,09:05,HV9007,115,204.0
Brussels,Faro,08/07/2023,17:05,19:00,HV9011,115,134.0
Brussels,Faro,09/07/2023,07:30,09:25,HV9007,115,204.0
Brussels,Faro,10/07/2023,07:15,09:10,HV9021,115,189.0
Brussels,Faro,11/07/2023,07:20,09:15,HV9007,115,162.0
Brussels,Faro,12/07/2023,None,None,None,None,None
Brussels,Faro,13/07/2023,07:40,09:35,HV9007,115,219.0
Brussels,Faro,14/07/2023,07:10,09:05,HV9007,115,219.0
Brussels,Faro,15/07/2023,17:05,19:00,HV9011,115,189.0
Brussels,Faro,16/07/2023,07:30,09:25,HV9007,115,234.0
Brussels,Faro,17/07/2023,07:15,09:10,HV9021,115,204.0
Brussels,Faro,18/07/2023,07:20,09:15,HV9007,115,148.0
Brussels,Faro,19/07/2023,None,None,None,None,None
Brussels,Faro,20/07/2023,07:40,09:35,HV9007,115,234.0
Brussels,Faro,21/07/2023,07:10,09:05,HV9007,115,219.0
Brussels,Faro,22/07/2023,17:05,19:00,HV9011,115,204.0
Brussels,Faro,23/07/2023,07:30,09:25,HV9007,115,219.0
Brussels,Faro,24/07/2023,07:15,09:10,HV9021,115,219.0
Brussels,Faro,25/07/2023,07:20,09:15,HV9007,115,148.0
Brussels,Faro,26/07/2023,None,None,None,None,None
Brussels,Faro,27/07/2023,07:40,09:35,HV9007,115,204.0
Brussels,Faro,28/07/2023,07:10,09:05,HV9007,115,148.0
Brussels,Faro,29/07/2023,17:05,19:00,HV9011,115,162.0
Brussels,Faro,30/07/2023,07:30,09:25,HV9007,115,204.0
Brussels,Faro,31/07/2023,07:15,09:10,HV9021,115,134.0
Brussels,Faro,01/08/2023,07:20,09:15,HV9007,115,122.0
Brussels,Faro,02/08/2023,None,None,None,None,None
Brussels,Faro,03/08/2023,07:40,09:35,HV9007,115,149.0
Brussels,Faro,04/08/2023,07:10,09:05,HV9007,115,149.0
Brussels,Faro,05/08/2023,17:05,19:00,HV9011,115,122.0
Brussels,Faro,06/08/2023,07:30,09:25,HV9007,115,149.0
Brussels,Faro,07/08/2023,07:15,09:10,HV9021,115,122.0
Brussels,Faro,08/08/2023,07:20,09:15,HV9007,115,87.0
Brussels,Faro,09/08/2023,None,None,None,None,None
Brussels,Faro,10/08/2023,07:40,09:35,HV9007,115,135.0
Brussels,Faro,11/08/2023,07:10,09:05,HV9007,115,135.0
Brussels,Faro,12/08/2023,17:05,19:00,HV9011,115,87.0
Brussels,Faro,13/08/2023,07:30,09:25,HV9007,115,109.0
Brussels,Faro,14/08/2023,07:15,09:10,HV9021,115,97.0
Brussels,Faro,15/08/2023,07:20,09:15,HV9007,115,68.0
Brussels,Faro,16/08/2023,None,None,None,None,None
Brussels,Faro,17/08/2023,07:40,09:35,HV9007,115,87.0
Brussels,Faro,18/08/2023,07:10,09:05,HV9007,115,68.0
Brussels,Faro,19/08/2023,17:05,19:00,HV9011,115,54.0
Brussels,Faro,20/08/2023,07:30,09:25,HV9007,115,68.0
Brussels,Faro,21/08/2023,07:15,09:10,HV9021,115,87.0
Brussels,Faro,22/08/2023,07:20,09:15,HV9007,115,54.0
Brussels,Faro,23/08/2023,None,None,None,None,None
Brussels,Faro,24/08/2023,07:40,09:35,HV9007,115,68.0
Brussels,Faro,25/08/2023,07:10,09:05,HV9007,115,54.0
Brussels,Faro,26/08/2023,17:05,19:00,HV9011,115,49.0
Brussels,Faro,27/08/2023,07:30,09:25,HV9007,115,61.0
Brussels,Faro,28/08/2023,15:40,17:35,HV9007,115,54.0
Brussels,Faro,29/08/2023,07:30,09:25,HV9007,115,44.0
Brussels,Faro,30/08/2023,None,None,None,None,None
Brussels,Faro,31/08/2023,16:45,18:40,HV9007,115,109.0
Brussels,Faro,01/09/2023,07:15,09:10,HV9007,115,122.0
Brussels,Faro,02/09/2023,None,None,None,None,None
Brussels,Faro,03/09/2023,07:25,09:20,HV9007,115,122.0
Brussels,Faro,04/09/2023,15:40,17:35,HV9007,115,109.0
Brussels,Faro,05/09/2023,07:30,09:25,HV9007,115,61.0
Brussels,Faro,06/09/2023,None,None,None,None,None
Brussels,Faro,07/09/2023,16:45,18:40,HV9007,115,135.0
Brussels,Faro,08/09/2023,07:15,09:10,HV9007,115,97.0
Brussels,Faro,09/09/2023,None,None,None,None,None
Brussels,Faro,10/09/2023,07:25,09:20,HV9007,115,97.0
Brussels,Faro,11/09/2023,15:40,17:35,HV9007,115,122.0
Brussels,Faro,12/09/2023,07:30,09:25,HV9007,115,61.0
Brussels,Faro,13/09/2023,None,None,None,None,None
Brussels,Faro,14/09/2023,16:45,18:40,HV9007,115,122.0
Brussels,Faro,15/09/2023,07:15,09:10,HV9007,115,68.0
Brussels,Faro,16/09/2023,None,None,None,None,None
Brussels,Faro,17/09/2023,07:25,09:20,HV9007,115,97.0
Brussels,Faro,18/09/2023,15:40,17:35,HV9007,115,78.0
Brussels,Faro,19/09/2023,07:30,09:25,HV9007,115,68.0
Brussels,Faro,20/09/2023,None,None,None,None,None
Brussels,Faro,21/09/2023,16:45,18:40,HV9007,115,61.0
Brussels,Faro,22/09/2023,07:15,09:10,HV9007,115,78.0
Brussels,Faro,23/09/2023,None,None,None,None,None
Brussels,Faro,24/09/2023,07:25,09:20,HV9007,115,87.0
Brussels,Faro,25/09/2023,15:40,17:35,HV9007,115,78.0
Brussels,Faro,26/09/2023,07:30,09:25,HV9007,115,49.0
Brussels,Faro,27/09/2023,None,None,None,None,None
Brussels,Faro,28/09/2023,16:45,18:40,HV9007,115,61.0
Brussels,Faro,29/09/2023,07:15,09:10,HV9007,115,54.0
Brussels,Faro,30/09/2023,None,None,None,None,None
Brussels,Alicante,01/04/2023,16:35,19:05,HV9003,150,199.0
Brussels,Alicante,02/04/2023,17:25,19:55,HV9003,150,182.0
Brussels,Alicante,03/04/2023,None,None,None,None,None
Brussels,Alicante,04/04/2023,17:25,19:55,HV9003,150,152.0
Brussels,Alicante,05/04/2023,16:05,18:35,HV9003,150,138.0
Brussels,Alicante,06/04/2023,06:50,09:15,HV9003,145,101.0
Brussels,Alicante,07/04/2023,16:45,19:10,HV9121,145,125.0
Brussels,Alicante,08/04/2023,16:35,19:05,HV9003,150,167.0
Brussels,Alicante,09/04/2023,17:25,19:55,HV9003,150,152.0
Brussels,Alicante,10/04/2023,None,None,None,None,None
Brussels,Alicante,11/04/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,12/04/2023,16:05,18:35,HV9003,150,112.0
Brussels,Alicante,13/04/2023,06:50,09:15,HV9003,145,73.0
Brussels,Alicante,14/04/2023,16:45,19:10,HV9121,145,73.0
Brussels,Alicante,15/04/2023,16:35,19:05,HV9003,150,91.0
Brussels,Alicante,16/04/2023,17:25,19:55,HV9003,150,65.0
Brussels,Alicante,17/04/2023,None,None,None,None,None
Brussels,Alicante,18/04/2023,17:25,19:55,HV9003,150,91.0
Brussels,Alicante,19/04/2023,16:05,18:35,HV9003,150,101.0
Brussels,Alicante,20/04/2023,06:50,09:15,HV9003,145,91.0
Brussels,Alicante,21/04/2023,None,None,None,None,None
Brussels,Alicante,22/04/2023,16:20,18:50,HV9003,150,167.0
Brussels,Alicante,23/04/2023,17:25,19:55,HV9003,150,167.0
Brussels,Alicante,24/04/2023,None,None,None,None,None
Brussels,Alicante,25/04/2023,17:25,19:55,HV9003,150,152.0
Brussels,Alicante,26/04/2023,16:05,18:35,HV9003,150,167.0
Brussels,Alicante,27/04/2023,06:50,09:15,HV9003,145,199.0
Brussels,Alicante,28/04/2023,None,None,None,None,None
Brussels,Alicante,29/04/2023,16:20,18:50,HV9003,150,234.0
Brussels,Alicante,30/04/2023,17:25,19:55,HV9003,150,217.0
Brussels,Alicante,01/05/2023,None,None,None,None,None
Brussels,Alicante,02/05/2023,17:25,19:55,HV9003,150,167.0
Brussels,Alicante,03/05/2023,16:05,18:35,HV9003,150,152.0
Brussels,Alicante,04/05/2023,06:50,09:15,HV9003,145,152.0
Brussels,Alicante,05/05/2023,None,None,None,None,None
Brussels,Alicante,06/05/2023,16:20,18:50,HV9003,150,152.0
Brussels,Alicante,07/05/2023,17:25,19:55,HV9003,150,167.0
Brussels,Alicante,08/05/2023,None,None,None,None,None
Brussels,Alicante,09/05/2023,17:25,19:55,HV9003,150,138.0
Brussels,Alicante,10/05/2023,16:05,18:35,HV9003,150,167.0
Brussels,Alicante,11/05/2023,06:50,09:15,HV9003,145,152.0
Brussels,Alicante,12/05/2023,None,None,None,None,None
Brussels,Alicante,13/05/2023,16:20,18:50,HV9003,150,167.0
Brussels,Alicante,14/05/2023,17:25,19:55,HV9003,150,152.0
Brussels,Alicante,15/05/2023,None,None,None,None,None
Brussels,Alicante,16/05/2023,17:25,19:55,HV9003,150,199.0
Brussels,Alicante,17/05/2023,16:05,18:35,HV9003,150,256.0
Brussels,Alicante,18/05/2023,06:50,09:15,HV9003,145,234.0
Brussels,Alicante,19/05/2023,None,None,None,None,None
Brussels,Alicante,20/05/2023,16:20,18:50,HV9003,150,125.0
Brussels,Alicante,21/05/2023,17:25,19:55,HV9003,150,138.0
Brussels,Alicante,22/05/2023,None,None,None,None,None
Brussels,Alicante,23/05/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,24/05/2023,16:05,18:35,HV9003,150,112.0
Brussels,Alicante,25/05/2023,06:50,09:15,HV9003,145,112.0
Brussels,Alicante,26/05/2023,None,None,None,None,None
Brussels,Alicante,27/05/2023,16:20,18:50,HV9003,150,152.0
Brussels,Alicante,28/05/2023,17:25,19:55,HV9003,150,138.0
Brussels,Alicante,29/05/2023,None,None,None,None,None
Brussels,Alicante,30/05/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,31/05/2023,16:05,18:35,HV9003,150,112.0
Brussels,Alicante,01/06/2023,06:50,09:15,HV9003,145,112.0
Brussels,Alicante,02/06/2023,None,None,None,None,None
Brussels,Alicante,03/06/2023,16:20,18:50,HV9003,150,138.0
Brussels,Alicante,04/06/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,05/06/2023,None,None,None,None,None
Brussels,Alicante,06/06/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,07/06/2023,16:05,18:35,HV9003,150,112.0
Brussels,Alicante,08/06/2023,06:50,09:15,HV9003,145,112.0
Brussels,Alicante,09/06/2023,None,None,None,None,None
Brussels,Alicante,10/06/2023,16:20,18:50,HV9003,150,112.0
Brussels,Alicante,11/06/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,12/06/2023,None,None,None,None,None
Brussels,Alicante,13/06/2023,17:25,19:55,HV9003,150,101.0
Brussels,Alicante,14/06/2023,16:05,18:35,HV9003,150,91.0
Brussels,Alicante,15/06/2023,06:50,09:15,HV9003,145,101.0
Brussels,Alicante,16/06/2023,None,None,None,None,None
Brussels,Alicante,17/06/2023,16:20,18:50,HV9003,150,91.0
Brussels,Alicante,18/06/2023,17:25,19:55,HV9003,150,91.0
Brussels,Alicante,19/06/2023,None,None,None,None,None
Brussels,Alicante,20/06/2023,17:25,19:55,HV9003,150,91.0
Brussels,Alicante,21/06/2023,16:05,18:35,HV9003,150,112.0
Brussels,Alicante,22/06/2023,06:50,09:15,HV9003,145,91.0
Brussels,Alicante,23/06/2023,None,None,None,None,None
Brussels,Alicante,24/06/2023,16:20,18:50,HV9003,150,91.0
Brussels,Alicante,25/06/2023,17:25,19:55,HV9003,150,112.0
Brussels,Alicante,26/06/2023,None,None,None,None,None
Brussels,Alicante,27/06/2023,17:25,19:55,HV9003,150,101.0
Brussels,Alicante,28/06/2023,16:05,18:35,HV9003,150,167.0
Brussels,Alicante,29/06/2023,06:35,09:05,HV9003,150,138.0
Brussels,Alicante,30/06/2023,None,None,None,None,None
Brussels,Alicante,01/07/2023,16:30,19:00,HV9015,150,234.0
Brussels,Alicante,02/07/2023,18:40,21:05,HV9121,145,204.0
Brussels,Alicante,03/07/2023,18:25,20:50,HV9121,145,189.0
Brussels,Alicante,04/07/2023,16:10,18:40,HV9005,150,204.0
Brussels,Alicante,05/07/2023,16:20,18:45,HV9005,145,176.0
Brussels,Alicante,06/07/2023,06:35,09:05,HV9003,150,176.0
Brussels,Alicante,07/07/2023,None,None,None,None,None
Brussels,Alicante,08/07/2023,16:30,19:00,HV9015,150,234.0
Brussels,Alicante,09/07/2023,18:40,21:05,HV9121,145,189.0
Brussels,Alicante,10/07/2023,18:25,20:50,HV9121,145,189.0
Brussels,Alicante,11/07/2023,16:10,18:40,HV9005,150,162.0
Brussels,Alicante,12/07/2023,16:20,18:45,HV9005,145,162.0
Brussels,Alicante,13/07/2023,06:35,09:05,HV9003,150,189.0
Brussels,Alicante,14/07/2023,None,None,None,None,None
Brussels,Alicante,15/07/2023,16:30,19:00,HV9015,150,249.0
Brussels,Alicante,16/07/2023,18:40,21:05,HV9121,145,189.0
Brussels,Alicante,17/07/2023,18:25,20:50,HV9121,145,189.0
Brussels,Alicante,18/07/2023,16:10,18:40,HV9005,150,162.0
Brussels,Alicante,19/07/2023,16:20,18:45,HV9005,145,189.0
Brussels,Alicante,20/07/2023,06:35,09:05,HV9003,150,176.0
Brussels,Alicante,21/07/2023,None,None,None,None,None
Brussels,Alicante,22/07/2023,16:30,19:00,HV9015,150,176.0
Brussels,Alicante,23/07/2023,18:40,21:05,HV9121,145,162.0
Brussels,Alicante,24/07/2023,18:25,20:50,HV9121,145,204.0
Brussels,Alicante,25/07/2023,16:10,18:40,HV9005,150,176.0
Brussels,Alicante,26/07/2023,16:20,18:45,HV9005,145,148.0
Brussels,Alicante,27/07/2023,06:35,09:05,HV9003,150,134.0
Brussels,Alicante,28/07/2023,None,None,None,None,None
Brussels,Alicante,29/07/2023,16:30,19:00,HV9015,150,148.0
Brussels,Alicante,30/07/2023,18:40,21:05,HV9121,145,148.0
Brussels,Alicante,31/07/2023,18:25,20:50,HV9121,145,162.0
Brussels,Alicante,01/08/2023,16:10,18:40,HV9005,150,167.0
Brussels,Alicante,02/08/2023,16:20,18:45,HV9005,145,167.0
Brussels,Alicante,03/08/2023,06:35,09:05,HV9003,150,125.0
Brussels,Alicante,04/08/2023,None,None,None,None,None
Brussels,Alicante,05/08/2023,16:30,19:00,HV9015,150,125.0
Brussels,Alicante,06/08/2023,18:40,21:05,HV9121,145,112.0
Brussels,Alicante,07/08/2023,18:25,20:50,HV9121,145,101.0
Brussels,Alicante,08/08/2023,16:10,18:40,HV9005,150,112.0
Brussels,Alicante,09/08/2023,16:20,18:45,HV9005,145,112.0
Brussels,Alicante,10/08/2023,06:35,09:05,HV9003,150,101.0
Brussels,Alicante,11/08/2023,None,None,None,None,None
Brussels,Alicante,12/08/2023,16:30,19:00,HV9015,150,182.0
Brussels,Alicante,13/08/2023,18:40,21:05,HV9121,145,125.0
Brussels,Alicante,14/08/2023,18:25,20:50,HV9121,145,125.0
Brussels,Alicante,15/08/2023,16:10,18:40,HV9005,150,125.0
Brussels,Alicante,16/08/2023,16:20,18:45,HV9005,145,101.0
Brussels,Alicante,17/08/2023,06:35,09:05,HV9003,150,101.0
Brussels,Alicante,18/08/2023,None,None,None,None,None
Brussels,Alicante,19/08/2023,16:30,19:00,HV9015,150,82.0
Brussels,Alicante,20/08/2023,18:40,21:05,HV9121,145,91.0
Brussels,Alicante,21/08/2023,18:25,20:50,HV9121,145,82.0
Brussels,Alicante,22/08/2023,16:10,18:40,HV9005,150,91.0
Brussels,Alicante,23/08/2023,16:20,18:45,HV9005,145,82.0
Brussels,Alicante,24/08/2023,06:35,09:05,HV9003,150,65.0
Brussels,Alicante,25/08/2023,None,None,None,None,None
Brussels,Alicante,26/08/2023,16:30,19:00,HV9015,150,73.0
Brussels,Alicante,27/08/2023,18:40,21:05,HV9121,145,65.0
Brussels,Alicante,28/08/2023,07:30,09:55,HV9121,145,59.0
Brussels,Alicante,29/08/2023,17:25,19:55,HV9003,150,59.0
Brussels,Alicante,30/08/2023,16:05,18:35,HV9003,150,82.0
Brussels,Alicante,31/08/2023,06:50,09:15,HV9003,145,91.0
Brussels,Alicante,01/09/2023,None,None,None,None,None
Brussels,Alicante,02/09/2023,16:20,18:50,HV9003,150,112.0
Brussels,Alicante,03/09/2023,17:25,19:55,HV9003,150,82.0
Brussels,Alicante,04/09/2023,07:30,09:55,HV9121,145,82.0
Brussels,Alicante,05/09/2023,17:25,19:55,HV9003,150,91.0
