Departure,Destination,Date,Departure time,Arrival time,Flightnumber,Duration,Price
Brussels,Rhodos,30/07/2023,None,None,None,None,None
Brussels,Rhodos,31/07/2023,None,None,None,None,None
Brussels,Rhodos,01/08/2023,None,None,None,None,None
Brussels,Rhodos,02/08/2023,None,None,None,None,None
Brussels,Rhodos,03/08/2023,None,None,None,None,None
Brussels,Rhodos,04/08/2023,None,None,None,None,None
Brussels,Rhodos,05/08/2023,None,None,None,None,None
Brussels,Rhodos,06/08/2023,None,None,None,None,None
Brussels,Rhodos,07/08/2023,None,None,None,None,None
Brussels,Rhodos,08/08/2023,None,None,None,None,None
Brussels,Rhodos,09/08/2023,None,None,None,None,None
Brussels,Rhodos,10/08/2023,None,None,None,None,None
Brussels,Rhodos,11/08/2023,None,None,None,None,None
Brussels,Rhodos,12/08/2023,None,None,None,None,None
Brussels,Rhodos,13/08/2023,None,None,None,None,None
Brussels,Rhodos,14/08/2023,None,None,None,None,None
Brussels,Rhodos,15/08/2023,None,None,None,None,None
Brussels,Rhodos,16/08/2023,None,None,None,None,None
Brussels,Rhodos,17/08/2023,None,None,None,None,None
Brussels,Rhodos,18/08/2023,None,None,None,None,None
Brussels,Rhodos,19/08/2023,None,None,None,None,None
Brussels,Rhodos,20/08/2023,None,None,None,None,None
Brussels,Rhodos,21/08/2023,None,None,None,None,None
Brussels,Rhodos,22/08/2023,None,None,None,None,None
Brussels,Rhodos,23/08/2023,None,None,None,None,None
Brussels,Rhodos,24/08/2023,None,None,None,None,None
Brussels,Rhodos,25/08/2023,None,None,None,None,None
Brussels,Rhodos,26/08/2023,None,None,None,None,None
Brussels,Rhodos,27/08/2023,None,None,None,None,None
Brussels,Rhodos,28/08/2023,None,None,None,None,None
Brussels,Rhodos,29/08/2023,None,None,None,None,None
Brussels,Rhodos,30/08/2023,None,None,None,None,None
Brussels,Rhodos,31/08/2023,None,None,None,None,None
Brussels,Rhodos,01/09/2023,None,None,None,None,None
Brussels,Rhodos,02/09/2023,None,None,None,None,None
Brussels,Rhodos,03/09/2023,None,None,None,None,None
Brussels,Rhodos,04/09/2023,None,None,None,None,None
Brussels,Rhodos,05/09/2023,None,None,None,None,None
Brussels,Rhodos,06/09/2023,None,None,None,None,None
Brussels,Rhodos,07/09/2023,None,None,None,None,None
Brussels,Rhodos,08/09/2023,None,None,None,None,None
Brussels,Rhodos,09/09/2023,None,None,None,None,None
Brussels,Rhodos,10/09/2023,None,None,None,None,None
Brussels,Rhodos,11/09/2023,None,None,None,None,None
Brussels,Rhodos,12/09/2023,None,None,None,None,None
Brussels,Rhodos,13/09/2023,None,None,None,None,None
Brussels,Rhodos,14/09/2023,None,None,None,None,None
Brussels,Rhodos,15/09/2023,None,None,None,None,None
Brussels,Rhodos,16/09/2023,None,None,None,None,None
Brussels,Rhodos,17/09/2023,None,None,None,None,None
Brussels,Rhodos,18/09/2023,None,None,None,None,None
Brussels,Rhodos,19/09/2023,None,None,None,None,None
Brussels,Rhodos,20/09/2023,None,None,None,None,None
Brussels,Rhodos,21/09/2023,None,None,None,None,None
Brussels,Rhodos,22/09/2023,None,None,None,None,None
Brussels,Rhodos,23/09/2023,None,None,None,None,None
Brussels,Rhodos,24/09/2023,None,None,None,None,None
Brussels,Rhodos,25/09/2023,None,None,None,None,None
Brussels,Rhodos,26/09/2023,None,None,None,None,None
Brussels,Rhodos,27/09/2023,None,None,None,None,None
Brussels,Rhodos,28/09/2023,None,None,None,None,None
Brussels,Rhodos,29/09/2023,None,None,None,None,None
Brussels,Rhodos,30/09/2023,None,None,None,None,None
Brussels,Brindisi,01/04/2023,None,None,None,None,None
Brussels,Brindisi,02/04/2023,None,None,None,None,None
Brussels,Brindisi,03/04/2023,None,None,None,None,None
Brussels,Brindisi,04/04/2023,None,None,None,None,None
Brussels,Brindisi,05/04/2023,None,None,None,None,None
Brussels,Brindisi,06/04/2023,None,None,None,None,None
Brussels,Brindisi,07/04/2023,None,None,None,None,None
Brussels,Brindisi,08/04/2023,None,None,None,None,None
Brussels,Brindisi,09/04/2023,None,None,None,None,None
Brussels,Brindisi,10/04/2023,None,None,None,None,None
Brussels,Brindisi,11/04/2023,None,None,None,None,None
Brussels,Brindisi,12/04/2023,None,None,None,None,None
Brussels,Brindisi,13/04/2023,None,None,None,None,None
Brussels,Brindisi,14/04/2023,None,None,None,None,None
Brussels,Brindisi,15/04/2023,None,None,None,None,None
Brussels,Brindisi,16/04/2023,None,None,None,None,None
Brussels,Brindisi,17/04/2023,None,None,None,None,None
Brussels,Brindisi,18/04/2023,None,None,None,None,None
Brussels,Brindisi,19/04/2023,None,None,None,None,None
Brussels,Brindisi,20/04/2023,None,None,None,None,None
Brussels,Brindisi,21/04/2023,None,None,None,None,None
Brussels,Brindisi,22/04/2023,None,None,None,None,None
Brussels,Brindisi,23/04/2023,None,None,None,None,None
Brussels,Brindisi,24/04/2023,None,None,None,None,None
Brussels,Brindisi,25/04/2023,None,None,None,None,None
Brussels,Brindisi,26/04/2023,None,None,None,None,None
Brussels,Brindisi,27/04/2023,None,None,None,None,None
Brussels,Brindisi,28/04/2023,None,None,None,None,None
Brussels,Brindisi,29/04/2023,None,None,None,None,None
Brussels,Brindisi,30/04/2023,None,None,None,None,None
Brussels,Brindisi,01/05/2023,None,None,None,None,None
Brussels,Brindisi,02/05/2023,None,None,None,None,None
Brussels,Brindisi,03/05/2023,None,None,None,None,None
Brussels,Brindisi,04/05/2023,None,None,None,None,None
Brussels,Brindisi,05/05/2023,None,None,None,None,None
Brussels,Brindisi,06/05/2023,None,None,None,None,None
Brussels,Brindisi,07/05/2023,None,None,None,None,None
Brussels,Brindisi,08/05/2023,None,None,None,None,None
Brussels,Brindisi,09/05/2023,None,None,None,None,None
Brussels,Brindisi,10/05/2023,None,None,None,None,None
Brussels,Brindisi,11/05/2023,None,None,None,None,None
Brussels,Brindisi,12/05/2023,None,None,None,None,None
Brussels,Brindisi,13/05/2023,None,None,None,None,None
Brussels,Brindisi,14/05/2023,None,None,None,None,None
Brussels,Brindisi,15/05/2023,None,None,None,None,None
Brussels,Brindisi,16/05/2023,None,None,None,None,None
Brussels,Brindisi,17/05/2023,None,None,None,None,None
Brussels,Brindisi,18/05/2023,None,None,None,None,None
Brussels,Brindisi,19/05/2023,None,None,None,None,None
Brussels,Brindisi,20/05/2023,None,None,None,None,None
Brussels,Brindisi,21/05/2023,None,None,None,None,None
Brussels,Brindisi,22/05/2023,None,None,None,None,None
Brussels,Brindisi,23/05/2023,None,None,None,None,None
Brussels,Brindisi,24/05/2023,None,None,None,None,None
Brussels,Brindisi,25/05/2023,None,None,None,None,None
Brussels,Brindisi,26/05/2023,None,None,None,None,None
Brussels,Brindisi,27/05/2023,None,None,None,None,None
Brussels,Brindisi,28/05/2023,None,None,None,None,None
Brussels,Brindisi,29/05/2023,None,None,None,None,None
Brussels,Brindisi,30/05/2023,None,None,None,None,None
Brussels,Brindisi,31/05/2023,None,None,None,None,None
Brussels,Brindisi,01/06/2023,None,None,None,None,None
Brussels,Brindisi,02/06/2023,None,None,None,None,None
Brussels,Brindisi,03/06/2023,None,None,None,None,None
Brussels,Brindisi,04/06/2023,None,None,None,None,None
Brussels,Brindisi,05/06/2023,None,None,None,None,None
Brussels,Brindisi,06/06/2023,None,None,None,None,None
Brussels,Brindisi,07/06/2023,None,None,None,None,None
Brussels,Brindisi,08/06/2023,None,None,None,None,None
Brussels,Brindisi,09/06/2023,None,None,None,None,None
Brussels,Brindisi,10/06/2023,None,None,None,None,None
Brussels,Brindisi,11/06/2023,None,None,None,None,None
Brussels,Brindisi,12/06/2023,None,None,None,None,None
Brussels,Brindisi,13/06/2023,None,None,None,None,None
Brussels,Brindisi,14/06/2023,None,None,None,None,None
Brussels,Brindisi,15/06/2023,None,None,None,None,None
Brussels,Brindisi,16/06/2023,None,None,None,None,None
Brussels,Brindisi,17/06/2023,None,None,None,None,None
Brussels,Brindisi,18/06/2023,None,None,None,None,None
Brussels,Brindisi,19/06/2023,None,None,None,None,None
Brussels,Brindisi,20/06/2023,None,None,None,None,None
Brussels,Brindisi,21/06/2023,None,None,None,None,None
Brussels,Brindisi,22/06/2023,None,None,None,None,None
Brussels,Brindisi,23/06/2023,None,None,None,None,None
Brussels,Brindisi,24/06/2023,None,None,None,None,None
Brussels,Brindisi,25/06/2023,None,None,None,None,None
Brussels,Brindisi,26/06/2023,None,None,None,None,None
Brussels,Brindisi,27/06/2023,None,None,None,None,None
Brussels,Brindisi,28/06/2023,None,None,None,None,None
Brussels,Brindisi,29/06/2023,None,None,None,None,None
Brussels,Brindisi,30/06/2023,None,None,None,None,None
Brussels,Brindisi,01/07/2023,None,None,None,None,None
Brussels,Brindisi,02/07/2023,None,None,None,None,None
Brussels,Brindisi,03/07/2023,None,None,None,None,None
Brussels,Brindisi,04/07/2023,None,None,None,None,None
Brussels,Brindisi,05/07/2023,None,None,None,None,None
Brussels,Brindisi,06/07/2023,None,None,None,None,None
Brussels,Brindisi,07/07/2023,None,None,None,None,None
Brussels,Brindisi,08/07/2023,None,None,None,None,None
Brussels,Brindisi,09/07/2023,None,None,None,None,None
Brussels,Brindisi,10/07/2023,None,None,None,None,None
Brussels,Brindisi,11/07/2023,None,None,None,None,None
Brussels,Brindisi,12/07/2023,None,None,None,None,None
Brussels,Brindisi,13/07/2023,None,None,None,None,None
Brussels,Brindisi,14/07/2023,None,None,None,None,None
Brussels,Brindisi,15/07/2023,None,None,None,None,None
Brussels,Brindisi,16/07/2023,None,None,None,None,None
Brussels,Brindisi,17/07/2023,None,None,None,None,None
Brussels,Brindisi,18/07/2023,None,None,None,None,None
Brussels,Brindisi,19/07/2023,None,None,None,None,None
Brussels,Brindisi,20/07/2023,None,None,None,None,None
Brussels,Brindisi,21/07/2023,None,None,None,None,None
Brussels,Brindisi,22/07/2023,None,None,None,None,None
Brussels,Brindisi,23/07/2023,None,None,None,None,None
Brussels,Brindisi,24/07/2023,None,None,None,None,None
Brussels,Brindisi,25/07/2023,None,None,None,None,None
Brussels,Brindisi,26/07/2023,None,None,None,None,None
Brussels,Brindisi,27/07/2023,None,None,None,None,None
Brussels,Brindisi,28/07/2023,None,None,None,None,None
Brussels,Brindisi,29/07/2023,None,None,None,None,None
Brussels,Brindisi,30/07/2023,None,None,None,None,None
Brussels,Brindisi,31/07/2023,None,None,None,None,None
Brussels,Brindisi,01/08/2023,None,None,None,None,None
Brussels,Brindisi,02/08/2023,None,None,None,None,None
Brussels,Brindisi,03/08/2023,None,None,None,None,None
Brussels,Brindisi,04/08/2023,None,None,None,None,None
Brussels,Brindisi,05/08/2023,None,None,None,None,None
Brussels,Brindisi,06/08/2023,None,None,None,None,None
Brussels,Brindisi,07/08/2023,None,None,None,None,None
Brussels,Brindisi,08/08/2023,None,None,None,None,None
Brussels,Brindisi,09/08/2023,None,None,None,None,None
Brussels,Brindisi,10/08/2023,None,None,None,None,None
Brussels,Brindisi,11/08/2023,None,None,None,None,None
Brussels,Brindisi,12/08/2023,None,None,None,None,None
Brussels,Brindisi,13/08/2023,None,None,None,None,None
Brussels,Brindisi,14/08/2023,None,None,None,None,None
Brussels,Brindisi,15/08/2023,None,None,None,None,None
Brussels,Brindisi,16/08/2023,None,None,None,None,None
Brussels,Brindisi,17/08/2023,None,None,None,None,None
Brussels,Brindisi,18/08/2023,None,None,None,None,None
Brussels,Brindisi,19/08/2023,None,None,None,None,None
Brussels,Brindisi,20/08/2023,None,None,None,None,None
Brussels,Brindisi,21/08/2023,None,None,None,None,None
Brussels,Brindisi,22/08/2023,None,None,None,None,None
Brussels,Brindisi,23/08/2023,None,None,None,None,None
Brussels,Brindisi,24/08/2023,None,None,None,None,None
Brussels,Brindisi,25/08/2023,None,None,None,None,None
Brussels,Brindisi,26/08/2023,None,None,None,None,None
Brussels,Brindisi,27/08/2023,None,None,None,None,None
Brussels,Brindisi,28/08/2023,None,None,None,None,None
Brussels,Brindisi,29/08/2023,None,None,None,None,None
Brussels,Brindisi,30/08/2023,None,None,None,None,None
Brussels,Brindisi,31/08/2023,None,None,None,None,None
Brussels,Brindisi,01/09/2023,None,None,None,None,None
Brussels,Brindisi,02/09/2023,None,None,None,None,None
Brussels,Brindisi,03/09/2023,None,None,None,None,None
Brussels,Brindisi,04/09/2023,None,None,None,None,None
Brussels,Brindisi,05/09/2023,None,None,None,None,None
Brussels,Brindisi,06/09/2023,None,None,None,None,None
Brussels,Brindisi,07/09/2023,None,None,None,None,None
Brussels,Brindisi,08/09/2023,None,None,None,None,None
Brussels,Brindisi,09/09/2023,None,None,None,None,None
Brussels,Brindisi,10/09/2023,None,None,None,None,None
Brussels,Brindisi,11/09/2023,None,None,None,None,None
Brussels,Brindisi,12/09/2023,None,None,None,None,None
Brussels,Brindisi,13/09/2023,None,None,None,None,None
Brussels,Brindisi,14/09/2023,None,None,None,None,None
Brussels,Brindisi,15/09/2023,None,None,None,None,None
Brussels,Brindisi,16/09/2023,None,None,None,None,None
Brussels,Brindisi,17/09/2023,None,None,None,None,None
Brussels,Brindisi,18/09/2023,None,None,None,None,None
Brussels,Brindisi,19/09/2023,None,None,None,None,None
Brussels,Brindisi,20/09/2023,None,None,None,None,None
Brussels,Brindisi,21/09/2023,None,None,None,None,None
Brussels,Brindisi,22/09/2023,None,None,None,None,None
Brussels,Brindisi,23/09/2023,None,None,None,None,None
Brussels,Brindisi,24/09/2023,None,None,None,None,None
Brussels,Brindisi,25/09/2023,None,None,None,None,None
Brussels,Brindisi,26/09/2023,None,None,None,None,None
Brussels,Brindisi,27/09/2023,None,None,None,None,None
Brussels,Brindisi,28/09/2023,None,None,None,None,None
Brussels,Brindisi,29/09/2023,None,None,None,None,None
Brussels,Brindisi,30/09/2023,None,None,None,None,None
Brussels,Napels,01/04/2023,None,None,None,None,None
Brussels,Napels,02/04/2023,None,None,None,None,None
Brussels,Napels,03/04/2023,None,None,None,None,None
Brussels,Napels,04/04/2023,None,None,None,None,None
Brussels,Napels,05/04/2023,None,None,None,None,None
Brussels,Napels,06/04/2023,None,None,None,None,None
Brussels,Napels,07/04/2023,None,None,None,None,None
Brussels,Napels,08/04/2023,None,None,None,None,None
Brussels,Napels,09/04/2023,None,None,None,None,None
Brussels,Napels,10/04/2023,None,None,None,None,None
Brussels,Napels,11/04/2023,None,None,None,None,None
Brussels,Napels,12/04/2023,None,None,None,None,None
Brussels,Napels,13/04/2023,None,None,None,None,None
Brussels,Napels,14/04/2023,None,None,None,None,None
Brussels,Napels,15/04/2023,None,None,None,None,None
Brussels,Napels,16/04/2023,None,None,None,None,None
Brussels,Napels,17/04/2023,None,None,None,None,None
Brussels,Napels,18/04/2023,None,None,None,None,None
Brussels,Napels,19/04/2023,None,None,None,None,None
Brussels,Napels,20/04/2023,None,None,None,None,None
Brussels,Napels,21/04/2023,None,None,None,None,None
Brussels,Napels,22/04/2023,None,None,None,None,None
Brussels,Napels,23/04/2023,None,None,None,None,None
Brussels,Napels,24/04/2023,None,None,None,None,None
Brussels,Napels,25/04/2023,None,None,None,None,None
Brussels,Napels,26/04/2023,None,None,None,None,None
Brussels,Napels,27/04/2023,None,None,None,None,None
Brussels,Napels,28/04/2023,None,None,None,None,None
Brussels,Napels,29/04/2023,None,None,None,None,None
Brussels,Napels,30/04/2023,None,None,None,None,None
Brussels,Napels,01/05/2023,None,None,None,None,None
Brussels,Napels,02/05/2023,None,None,None,None,None
Brussels,Napels,03/05/2023,None,None,None,None,None
Brussels,Napels,04/05/2023,None,None,None,None,None
Brussels,Napels,05/05/2023,None,None,None,None,None
Brussels,Napels,06/05/2023,None,None,None,None,None
Brussels,Napels,07/05/2023,None,None,None,None,None
Brussels,Napels,08/05/2023,None,None,None,None,None
Brussels,Napels,09/05/2023,None,None,None,None,None
Brussels,Napels,10/05/2023,None,None,None,None,None
Brussels,Napels,11/05/2023,None,None,None,None,None
Brussels,Napels,12/05/2023,None,None,None,None,None
Brussels,Napels,13/05/2023,None,None,None,None,None
Brussels,Napels,14/05/2023,None,None,None,None,None
Brussels,Napels,15/05/2023,None,None,None,None,None
Brussels,Napels,16/05/2023,None,None,None,None,None
Brussels,Napels,17/05/2023,None,None,None,None,None
Brussels,Napels,18/05/2023,None,None,None,None,None
Brussels,Napels,19/05/2023,None,None,None,None,None
Brussels,Napels,20/05/2023,None,None,None,None,None
Brussels,Napels,21/05/2023,None,None,None,None,None
Brussels,Napels,22/05/2023,None,None,None,None,None
Brussels,Napels,23/05/2023,None,None,None,None,None
Brussels,Napels,24/05/2023,None,None,None,None,None
Brussels,Napels,25/05/2023,None,None,None,None,None
Brussels,Napels,26/05/2023,None,None,None,None,None
Brussels,Napels,27/05/2023,None,None,None,None,None
Brussels,Napels,28/05/2023,None,None,None,None,None
Brussels,Napels,29/05/2023,None,None,None,None,None
Brussels,Napels,30/05/2023,None,None,None,None,None
Brussels,Napels,31/05/2023,None,None,None,None,None
Brussels,Napels,01/06/2023,None,None,None,None,None
Brussels,Napels,02/06/2023,None,None,None,None,None
Brussels,Napels,03/06/2023,None,None,None,None,None
Brussels,Napels,04/06/2023,None,None,None,None,None
Brussels,Napels,05/06/2023,None,None,None,None,None
Brussels,Napels,06/06/2023,None,None,None,None,None
Brussels,Napels,07/06/2023,None,None,None,None,None
Brussels,Napels,08/06/2023,None,None,None,None,None
Brussels,Napels,09/06/2023,None,None,None,None,None
Brussels,Napels,10/06/2023,None,None,None,None,None
Brussels,Napels,11/06/2023,None,None,None,None,None
Brussels,Napels,12/06/2023,None,None,None,None,None
Brussels,Napels,13/06/2023,None,None,None,None,None
Brussels,Napels,14/06/2023,None,None,None,None,None
Brussels,Napels,15/06/2023,None,None,None,None,None
Brussels,Napels,16/06/2023,None,None,None,None,None
Brussels,Napels,17/06/2023,None,None,None,None,None
Brussels,Napels,18/06/2023,None,None,None,None,None
Brussels,Napels,19/06/2023,None,None,None,None,None
Brussels,Napels,20/06/2023,None,None,None,None,None
Brussels,Napels,21/06/2023,None,None,None,None,None
Brussels,Napels,22/06/2023,None,None,None,None,None
Brussels,Napels,23/06/2023,None,None,None,None,None
Brussels,Napels,24/06/2023,None,None,None,None,None
Brussels,Napels,25/06/2023,None,None,None,None,None
Brussels,Napels,26/06/2023,None,None,None,None,None
Brussels,Napels,27/06/2023,None,None,None,None,None
Brussels,Napels,28/06/2023,None,None,None,None,None
Brussels,Napels,29/06/2023,None,None,None,None,None
Brussels,Napels,30/06/2023,None,None,None,None,None
Brussels,Napels,01/07/2023,None,None,None,None,None
Brussels,Napels,02/07/2023,None,None,None,None,None
Brussels,Napels,03/07/2023,None,None,None,None,None
Brussels,Napels,04/07/2023,None,None,None,None,None
Brussels,Napels,05/07/2023,None,None,None,None,None
Brussels,Napels,06/07/2023,None,None,None,None,None
Brussels,Napels,07/07/2023,None,None,None,None,None
Brussels,Napels,08/07/2023,None,None,None,None,None
Brussels,Napels,09/07/2023,None,None,None,None,None
Brussels,Napels,10/07/2023,None,None,None,None,None
Brussels,Napels,11/07/2023,None,None,None,None,None
Brussels,Napels,12/07/2023,None,None,None,None,None
Brussels,Napels,13/07/2023,None,None,None,None,None
Brussels,Napels,14/07/2023,None,None,None,None,None
Brussels,Napels,15/07/2023,None,None,None,None,None
Brussels,Napels,16/07/2023,None,None,None,None,None
Brussels,Napels,17/07/2023,None,None,None,None,None
Brussels,Napels,18/07/2023,None,None,None,None,None
Brussels,Napels,19/07/2023,None,None,None,None,None
Brussels,Napels,20/07/2023,None,None,None,None,None
Brussels,Napels,21/07/2023,None,None,None,None,None
Brussels,Napels,22/07/2023,None,None,None,None,None
Brussels,Napels,23/07/2023,None,None,None,None,None
Brussels,Napels,24/07/2023,None,None,None,None,None
Brussels,Napels,25/07/2023,None,None,None,None,None
Brussels,Napels,26/07/2023,None,None,None,None,None
Brussels,Napels,27/07/2023,None,None,None,None,None
Brussels,Napels,28/07/2023,None,None,None,None,None
Brussels,Napels,29/07/2023,None,None,None,None,None
Brussels,Napels,30/07/2023,None,None,None,None,None
Brussels,Napels,31/07/2023,None,None,None,None,None
Brussels,Napels,01/08/2023,None,None,None,None,None
Brussels,Napels,02/08/2023,None,None,None,None,None
Brussels,Napels,03/08/2023,None,None,None,None,None
Brussels,Napels,04/08/2023,None,None,None,None,None
Brussels,Napels,05/08/2023,None,None,None,None,None
Brussels,Napels,06/08/2023,None,None,None,None,None
Brussels,Napels,07/08/2023,None,None,None,None,None
Brussels,Napels,08/08/2023,None,None,None,None,None
Brussels,Napels,09/08/2023,None,None,None,None,None
Brussels,Napels,10/08/2023,None,None,None,None,None
Brussels,Napels,11/08/2023,None,None,None,None,None
Brussels,Napels,12/08/2023,None,None,None,None,None
Brussels,Napels,13/08/2023,None,None,None,None,None
Brussels,Napels,14/08/2023,None,None,None,None,None
Brussels,Napels,15/08/2023,None,None,None,None,None
Brussels,Napels,16/08/2023,None,None,None,None,None
Brussels,Napels,17/08/2023,None,None,None,None,None
Brussels,Napels,18/08/2023,None,None,None,None,None
Brussels,Napels,19/08/2023,None,None,None,None,None
Brussels,Napels,20/08/2023,None,None,None,None,None
Brussels,Napels,21/08/2023,None,None,None,None,None
Brussels,Napels,22/08/2023,None,None,None,None,None
Brussels,Napels,23/08/2023,None,None,None,None,None
Brussels,Napels,24/08/2023,None,None,None,None,None
Brussels,Napels,25/08/2023,None,None,None,None,None
Brussels,Napels,26/08/2023,None,None,None,None,None
Brussels,Napels,27/08/2023,None,None,None,None,None
Brussels,Napels,28/08/2023,None,None,None,None,None
Brussels,Napels,29/08/2023,None,None,None,None,None
Brussels,Napels,30/08/2023,None,None,None,None,None
Brussels,Napels,31/08/2023,None,None,None,None,None
Brussels,Napels,01/09/2023,None,None,None,None,None
Brussels,Napels,02/09/2023,None,None,None,None,None
Brussels,Napels,03/09/2023,None,None,None,None,None
Brussels,Napels,04/09/2023,None,None,None,None,None
Brussels,Napels,05/09/2023,None,None,None,None,None
Brussels,Napels,06/09/2023,None,None,None,None,None
Brussels,Napels,07/09/2023,None,None,None,None,None
Brussels,Napels,08/09/2023,None,None,None,None,None
Brussels,Napels,09/09/2023,None,None,None,None,None
Brussels,Napels,10/09/2023,None,None,None,None,None
Brussels,Napels,11/09/2023,None,None,None,None,None
Brussels,Napels,12/09/2023,None,None,None,None,None
Brussels,Napels,13/09/2023,None,None,None,None,None
Brussels,Napels,14/09/2023,None,None,None,None,None
Brussels,Napels,15/09/2023,None,None,None,None,None
Brussels,Napels,16/09/2023,None,None,None,None,None
Brussels,Napels,17/09/2023,None,None,None,None,None
Brussels,Napels,18/09/2023,None,None,None,None,None
Brussels,Napels,19/09/2023,None,None,None,None,None
Brussels,Napels,20/09/2023,None,None,None,None,None
Brussels,Napels,21/09/2023,None,None,None,None,None
Brussels,Napels,22/09/2023,None,None,None,None,None
Brussels,Napels,23/09/2023,None,None,None,None,None
Brussels,Napels,24/09/2023,None,None,None,None,None
Brussels,Napels,25/09/2023,None,None,None,None,None
Brussels,Napels,26/09/2023,None,None,None,None,None
Brussels,Napels,27/09/2023,None,None,None,None,None
Brussels,Napels,28/09/2023,None,None,None,None,None
Brussels,Napels,29/09/2023,None,None,None,None,None
Brussels,Napels,30/09/2023,None,None,None,None,None
Brussels,Palermo,01/04/2023,None,None,None,None,None
Brussels,Palermo,02/04/2023,None,None,None,None,None
Brussels,Palermo,03/04/2023,None,None,None,None,None
Brussels,Palermo,04/04/2023,None,None,None,None,None
Brussels,Palermo,05/04/2023,None,None,None,None,None
Brussels,Palermo,06/04/2023,None,None,None,None,None
Brussels,Palermo,07/04/2023,None,None,None,None,None
Brussels,Palermo,08/04/2023,None,None,None,None,None
Brussels,Palermo,09/04/2023,None,None,None,None,None
Brussels,Palermo,10/04/2023,None,None,None,None,None
Brussels,Palermo,11/04/2023,None,None,None,None,None
Brussels,Palermo,12/04/2023,None,None,None,None,None
Brussels,Palermo,13/04/2023,None,None,None,None,None
Brussels,Palermo,14/04/2023,None,None,None,None,None
Brussels,Palermo,15/04/2023,None,None,None,None,None
Brussels,Palermo,16/04/2023,None,None,None,None,None
Brussels,Palermo,17/04/2023,None,None,None,None,None
Brussels,Palermo,18/04/2023,None,None,None,None,None
Brussels,Palermo,19/04/2023,None,None,None,None,None
Brussels,Palermo,20/04/2023,None,None,None,None,None
Brussels,Palermo,21/04/2023,None,None,None,None,None
Brussels,Palermo,22/04/2023,None,None,None,None,None
Brussels,Palermo,23/04/2023,None,None,None,None,None
Brussels,Palermo,24/04/2023,None,None,None,None,None
Brussels,Palermo,25/04/2023,None,None,None,None,None
Brussels,Palermo,26/04/2023,None,None,None,None,None
Brussels,Palermo,27/04/2023,None,None,None,None,None
Brussels,Palermo,28/04/2023,None,None,None,None,None
Brussels,Palermo,29/04/2023,None,None,None,None,None
Brussels,Palermo,30/04/2023,None,None,None,None,None
Brussels,Palermo,01/05/2023,None,None,None,None,None
Brussels,Palermo,02/05/2023,None,None,None,None,None
Brussels,Palermo,03/05/2023,None,None,None,None,None
Brussels,Palermo,04/05/2023,None,None,None,None,None
Brussels,Palermo,05/05/2023,None,None,None,None,None
Brussels,Palermo,06/05/2023,None,None,None,None,None
Brussels,Palermo,07/05/2023,None,None,None,None,None
Brussels,Palermo,08/05/2023,None,None,None,None,None
Brussels,Palermo,09/05/2023,None,None,None,None,None
Brussels,Palermo,10/05/2023,None,None,None,None,None
Brussels,Palermo,11/05/2023,None,None,None,None,None
Brussels,Palermo,12/05/2023,None,None,None,None,None
Brussels,Palermo,13/05/2023,None,None,None,None,None
Brussels,Palermo,14/05/2023,None,None,None,None,None
Brussels,Palermo,15/05/2023,None,None,None,None,None
Brussels,Palermo,16/05/2023,None,None,None,None,None
Brussels,Palermo,17/05/2023,None,None,None,None,None
Brussels,Palermo,18/05/2023,None,None,None,None,None
Brussels,Palermo,19/05/2023,None,None,None,None,None
Brussels,Palermo,20/05/2023,None,None,None,None,None
Brussels,Palermo,21/05/2023,None,None,None,None,None
Brussels,Palermo,22/05/2023,None,None,None,None,None
Brussels,Palermo,23/05/2023,None,None,None,None,None
Brussels,Palermo,24/05/2023,None,None,None,None,None
Brussels,Palermo,25/05/2023,None,None,None,None,None
Brussels,Palermo,26/05/2023,None,None,None,None,None
Brussels,Palermo,27/05/2023,None,None,None,None,None
Brussels,Palermo,28/05/2023,None,None,None,None,None
Brussels,Palermo,29/05/2023,None,None,None,None,None
Brussels,Palermo,30/05/2023,None,None,None,None,None
Brussels,Palermo,31/05/2023,None,None,None,None,None
Brussels,Palermo,01/06/2023,None,None,None,None,None
Brussels,Palermo,02/06/2023,None,None,None,None,None
Brussels,Palermo,03/06/2023,None,None,None,None,None
Brussels,Palermo,04/06/2023,None,None,None,None,None
Brussels,Palermo,05/06/2023,None,None,None,None,None
Brussels,Palermo,06/06/2023,None,None,None,None,None
Brussels,Palermo,07/06/2023,None,None,None,None,None
Brussels,Palermo,08/06/2023,None,None,None,None,None
Brussels,Palermo,09/06/2023,None,None,None,None,None
Brussels,Palermo,10/06/2023,None,None,None,None,None
Brussels,Palermo,11/06/2023,None,None,None,None,None
Brussels,Palermo,12/06/2023,None,None,None,None,None
Brussels,Palermo,13/06/2023,None,None,None,None,None
Brussels,Palermo,14/06/2023,None,None,None,None,None
Brussels,Palermo,15/06/2023,None,None,None,None,None
Brussels,Palermo,16/06/2023,None,None,None,None,None
Brussels,Palermo,17/06/2023,None,None,None,None,None
Brussels,Palermo,18/06/2023,None,None,None,None,None
Brussels,Palermo,19/06/2023,None,None,None,None,None
Brussels,Palermo,20/06/2023,None,None,None,None,None
Brussels,Palermo,21/06/2023,None,None,None,None,None
Brussels,Palermo,22/06/2023,None,None,None,None,None
Brussels,Palermo,23/06/2023,None,None,None,None,None
Brussels,Palermo,24/06/2023,None,None,None,None,None
