datumVanVertrek,vertrekLuchthaven,aankomstLuchthaven,vertrekTijd,aankomstTijd,prijs,duur,vrijeZitplaatsen,vluchtNummer,aantalStops,vertrekLuchthavenCode,aankomstLuchthavenCode
2023-06-03,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-04,Brugge-Oostende,Alicante,06:00,08:50,149.99,2u 50m,10,1171,0,OST,ALC
2023-06-04,Brussel,Alicante,06:10,08:55,159.99,2u 45m,10,1111,0,BRU,ALC
2023-06-04,Antwerpen,Alicante,15:55,18:35,189.99,2u 40m,10,1103,0,ANR,ALC
2023-06-04,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-05,Luik,Alicante,06:00,08:45,159.99,2u 45m,10,1161,0,LGG,ALC
2023-06-05,Brussel,Alicante,06:05,08:50,144.99,2u 45m,10,1111,0,BRU,ALC
2023-06-05,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-05,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-06,Brugge-Oostende,Alicante,06:00,08:50,169.99,2u 50m,10,1171,0,OST,ALC
2023-06-06,Brussel,Alicante,06:15,09:00,114.99,2u 45m,10,1111,0,BRU,ALC
2023-06-06,Antwerpen,Alicante,07:30,10:10,189.99,2u 40m,10,1101,0,ANR,ALC
2023-06-06,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-07,Brugge-Oostende,Alicante,06:00,08:50,114.99,2u 50m,10,1171,0,OST,ALC
2023-06-07,Brussel,Alicante,06:05,08:50,114.99,2u 45m,10,1111,0,BRU,ALC
2023-06-07,Antwerpen,Alicante,06:30,09:10,159.99,2u 40m,10,1101,0,ANR,ALC
2023-06-07,Brussel,Alicante,06:30,09:15,104.99,2u 45m,10,1113,0,BRU,ALC
2023-06-07,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-08,Brussel,Alicante,06:05,08:50,124.99,2u 45m,10,1111,0,BRU,ALC
2023-06-08,Brugge-Oostende,Alicante,07:00,09:50,159.99,2u 50m,10,1171,0,OST,ALC
2023-06-08,Antwerpen,Alicante,15:30,18:10,144.99,2u 40m,10,1103,0,ANR,ALC
2023-06-08,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-09,Luik,Alicante,06:00,08:45,144.99,2u 45m,10,1161,0,LGG,ALC
2023-06-09,Brussel,Alicante,06:05,08:50,119.99,2u 45m,10,1111,0,BRU,ALC
2023-06-09,Brugge-Oostende,Alicante,07:00,09:50,129.99,2u 50m,10,1171,0,OST,ALC
2023-06-09,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-10,Brugge-Oostende,Alicante,06:00,08:50,169.99,2u 50m,10,1187,0,OST,ALC
2023-06-10,Brussel,Alicante,06:00,08:45,159.99,2u 45m,10,1111,0,BRU,ALC
2023-06-10,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-10,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-11,Brugge-Oostende,Alicante,06:00,08:50,114.99,2u 50m,10,1171,0,OST,ALC
2023-06-11,Brussel,Alicante,06:10,08:55,139.99,2u 45m,10,1111,0,BRU,ALC
2023-06-11,Antwerpen,Alicante,15:55,18:35,189.99,2u 40m,10,1103,0,ANR,ALC
2023-06-11,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-12,Luik,Alicante,06:00,08:45,159.99,2u 45m,10,1161,0,LGG,ALC
2023-06-12,Brussel,Alicante,06:05,08:50,119.99,2u 45m,10,1111,0,BRU,ALC
2023-06-12,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-12,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-13,Brugge-Oostende,Alicante,06:00,08:50,159.99,2u 50m,10,1171,0,OST,ALC
2023-06-13,Brussel,Alicante,06:15,09:00,114.99,2u 45m,10,1111,0,BRU,ALC
2023-06-13,Antwerpen,Alicante,07:30,10:10,179.99,2u 40m,10,1101,0,ANR,ALC
2023-06-13,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-14,Brugge-Oostende,Alicante,06:00,08:50,134.99,2u 50m,10,1171,0,OST,ALC
2023-06-14,Brussel,Alicante,06:05,08:50,119.99,2u 45m,10,1111,0,BRU,ALC
2023-06-14,Brussel,Alicante,06:30,09:15,119.99,2u 45m,10,1113,0,BRU,ALC
2023-06-14,Antwerpen,Alicante,06:30,09:10,144.99,2u 40m,10,1101,0,ANR,ALC
2023-06-14,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-15,Brussel,Alicante,06:05,08:50,149.99,2u 45m,10,1111,0,BRU,ALC
2023-06-15,Brugge-Oostende,Alicante,07:00,09:50,129.99,2u 50m,10,1171,0,OST,ALC
2023-06-15,Antwerpen,Alicante,15:30,18:10,159.99,2u 40m,10,1103,0,ANR,ALC
2023-06-15,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-16,Luik,Alicante,06:00,08:45,159.99,2u 45m,10,1161,0,LGG,ALC
2023-06-16,Brussel,Alicante,06:05,08:50,159.99,2u 45m,10,1111,0,BRU,ALC
2023-06-16,Brugge-Oostende,Alicante,07:00,09:50,159.99,2u 50m,10,1171,0,OST,ALC
2023-06-16,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-17,Brussel,Alicante,06:00,08:45,209.99,2u 45m,10,1111,0,BRU,ALC
2023-06-17,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1187,0,OST,ALC
2023-06-17,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-17,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-18,Brugge-Oostende,Alicante,06:00,08:50,154.99,2u 50m,10,1171,0,OST,ALC
2023-06-18,Brussel,Alicante,06:10,08:55,139.99,2u 45m,10,1111,0,BRU,ALC
2023-06-18,Antwerpen,Alicante,15:55,18:35,174.99,2u 40m,10,1103,0,ANR,ALC
2023-06-18,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-19,Luik,Alicante,06:00,08:45,159.99,2u 45m,10,1161,0,LGG,ALC
2023-06-19,Brussel,Alicante,06:05,08:50,169.99,2u 45m,10,1111,0,BRU,ALC
2023-06-19,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-19,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-20,Brugge-Oostende,Alicante,06:00,08:50,164.99,2u 50m,10,1171,0,OST,ALC
2023-06-20,Brussel,Alicante,06:15,09:00,134.99,2u 45m,10,1111,0,BRU,ALC
2023-06-20,Antwerpen,Alicante,07:30,10:10,209.99,2u 40m,10,1101,0,ANR,ALC
2023-06-20,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-21,Brugge-Oostende,Alicante,06:00,08:50,139.99,2u 50m,10,1171,0,OST,ALC
2023-06-21,Brussel,Alicante,06:05,08:50,139.99,2u 45m,10,1111,0,BRU,ALC
2023-06-21,Brussel,Alicante,06:30,09:15,124.99,2u 45m,10,1113,0,BRU,ALC
2023-06-21,Antwerpen,Alicante,06:30,09:10,149.99,2u 40m,10,1101,0,ANR,ALC
2023-06-21,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-22,Brussel,Alicante,06:05,08:50,134.99,2u 45m,10,1111,0,BRU,ALC
2023-06-22,Brugge-Oostende,Alicante,07:00,09:50,144.99,2u 50m,10,1171,0,OST,ALC
2023-06-22,Antwerpen,Alicante,15:30,18:10,154.99,2u 40m,10,1103,0,ANR,ALC
2023-06-22,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-23,Luik,Alicante,06:00,08:45,149.99,2u 45m,10,1161,0,LGG,ALC
2023-06-23,Brussel,Alicante,06:05,08:50,149.99,2u 45m,10,1111,0,BRU,ALC
2023-06-23,Brugge-Oostende,Alicante,07:00,09:50,144.99,2u 50m,10,1171,0,OST,ALC
2023-06-23,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-24,Brussel,Alicante,06:00,08:45,184.99,2u 45m,10,1111,0,BRU,ALC
2023-06-24,Brugge-Oostende,Alicante,06:00,08:50,239.99,2u 50m,10,1187,0,OST,ALC
2023-06-24,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-24,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-25,Brugge-Oostende,Alicante,06:00,08:50,149.99,2u 50m,10,1171,0,OST,ALC
2023-06-25,Brussel,Alicante,06:10,08:55,149.99,2u 45m,10,1111,0,BRU,ALC
2023-06-25,Antwerpen,Alicante,15:55,18:35,159.99,2u 40m,10,1103,0,ANR,ALC
2023-06-25,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-26,Luik,Alicante,06:00,08:45,159.99,2u 45m,10,1161,0,LGG,ALC
2023-06-26,Brussel,Alicante,06:05,08:50,154.99,2u 45m,10,1111,0,BRU,ALC
2023-06-26,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-26,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-27,Brugge-Oostende,Alicante,06:00,08:50,164.99,2u 50m,10,1171,0,OST,ALC
2023-06-27,Brussel,Alicante,06:15,09:00,149.99,2u 45m,10,1111,0,BRU,ALC
2023-06-27,Antwerpen,Alicante,07:30,10:10,174.99,2u 40m,10,1101,0,ANR,ALC
2023-06-27,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-28,Brugge-Oostende,Alicante,06:00,08:50,204.99,2u 50m,10,1171,0,OST,ALC
2023-06-28,Brussel,Alicante,06:05,08:50,169.99,2u 45m,10,1111,0,BRU,ALC
2023-06-28,Brussel,Alicante,06:30,09:15,169.99,2u 45m,10,1113,0,BRU,ALC
2023-06-28,Antwerpen,Alicante,06:30,09:10,189.99,2u 40m,10,1101,0,ANR,ALC
2023-06-28,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-29,Brussel,Alicante,06:05,08:50,179.99,2u 45m,10,1111,0,BRU,ALC
2023-06-29,Brugge-Oostende,Alicante,07:00,09:50,189.99,2u 50m,10,1171,0,OST,ALC
2023-06-29,Antwerpen,Alicante,15:30,18:10,184.99,2u 40m,10,1103,0,ANR,ALC
2023-06-29,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-06-30,Luik,Alicante,06:00,08:45,194.99,2u 45m,10,1161,0,LGG,ALC
2023-06-30,Brussel,Alicante,06:05,08:50,199.99,2u 45m,10,1111,0,BRU,ALC
2023-06-30,Brugge-Oostende,Alicante,07:00,09:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-06-30,Brussel,Alicante,16:05,18:50,229.99,2u 45m,10,1113,0,BRU,ALC
2023-06-30,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-01,Brugge-Oostende,Alicante,06:00,08:50,279.99,2u 50m,10,1187,0,OST,ALC
2023-07-01,Brussel,Alicante,06:00,08:45,249.99,2u 45m,10,1111,0,BRU,ALC
2023-07-01,Antwerpen,Alicante,06:30,09:10,234.99,2u 40m,10,1101,0,ANR,ALC
2023-07-01,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-02,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-07-02,Brussel,Alicante,06:10,08:55,214.99,2u 45m,10,1111,0,BRU,ALC
2023-07-02,Antwerpen,Alicante,08:30,11:10,249.99,2u 40m,10,1101,0,ANR,ALC
2023-07-02,Brussel,Alicante,18:25,21:10,194.99,2u 45m,10,1113,0,BRU,ALC
2023-07-02,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-03,Luik,Alicante,06:00,08:45,174.99,2u 45m,10,1161,0,LGG,ALC
2023-07-03,Brussel,Alicante,06:05,08:50,229.99,2u 45m,10,1111,0,BRU,ALC
2023-07-03,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-03,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-04,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-07-04,Antwerpen,Alicante,08:35,11:15,239.99,2u 40m,10,1103,0,ANR,ALC
2023-07-04,Brussel,Alicante,15:20,18:05,189.99,2u 45m,10,1111,0,BRU,ALC
2023-07-04,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-05,Brugge-Oostende,Alicante,06:00,08:50,219.99,2u 50m,10,1187,0,OST,ALC
2023-07-05,Brussel,Alicante,06:05,08:50,174.99,2u 45m,10,1111,0,BRU,ALC
2023-07-05,Antwerpen,Alicante,06:30,09:10,189.99,2u 40m,10,1101,0,ANR,ALC
2023-07-05,Brussel,Alicante,13:15,16:00,184.99,2u 45m,10,1113,0,BRU,ALC
2023-07-05,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-06,Brussel,Alicante,06:05,08:50,184.99,2u 45m,10,1111,0,BRU,ALC
2023-07-06,Antwerpen,Alicante,06:30,09:10,189.99,2u 40m,10,1103,0,ANR,ALC
2023-07-06,Brugge-Oostende,Alicante,07:00,09:50,189.99,2u 50m,10,1171,0,OST,ALC
2023-07-06,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-07,Luik,Alicante,06:00,08:45,209.99,2u 45m,10,1161,0,LGG,ALC
2023-07-07,Brussel,Alicante,06:05,08:50,209.99,2u 45m,10,1111,0,BRU,ALC
2023-07-07,Brugge-Oostende,Alicante,07:00,09:50,189.99,2u 50m,10,1171,0,OST,ALC
2023-07-07,Brussel,Alicante,16:05,18:50,199.99,2u 45m,10,1113,0,BRU,ALC
2023-07-07,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-08,Brussel,Alicante,06:00,08:45,234.99,2u 45m,10,1111,0,BRU,ALC
2023-07-08,Brugge-Oostende,Alicante,06:00,08:50,244.99,2u 50m,10,1187,0,OST,ALC
2023-07-08,Antwerpen,Alicante,06:30,09:10,224.99,2u 40m,10,1101,0,ANR,ALC
2023-07-08,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-09,Brugge-Oostende,Alicante,06:00,08:50,199.99,2u 50m,10,1171,0,OST,ALC
2023-07-09,Brussel,Alicante,06:10,08:55,224.99,2u 45m,10,1111,0,BRU,ALC
2023-07-09,Antwerpen,Alicante,08:30,11:10,244.99,2u 40m,10,1101,0,ANR,ALC
2023-07-09,Brussel,Alicante,18:25,21:10,184.99,2u 45m,10,1113,0,BRU,ALC
2023-07-09,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-10,Luik,Alicante,06:00,08:45,229.99,2u 45m,10,1161,0,LGG,ALC
2023-07-10,Brussel,Alicante,06:05,08:50,229.99,2u 45m,10,1111,0,BRU,ALC
2023-07-10,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-10,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-11,Brugge-Oostende,Alicante,06:00,08:50,179.99,2u 50m,10,1171,0,OST,ALC
2023-07-11,Antwerpen,Alicante,08:35,11:15,199.99,2u 40m,10,1103,0,ANR,ALC
2023-07-11,Brussel,Alicante,15:20,18:05,174.99,2u 45m,10,1111,0,BRU,ALC
2023-07-11,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-12,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1187,0,OST,ALC
2023-07-12,Brussel,Alicante,06:05,08:50,174.99,2u 45m,10,1111,0,BRU,ALC
2023-07-12,Antwerpen,Alicante,06:30,09:10,164.99,2u 40m,10,1101,0,ANR,ALC
2023-07-12,Brussel,Alicante,13:15,16:00,189.99,2u 45m,10,1113,0,BRU,ALC
2023-07-12,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-13,Brussel,Alicante,06:05,08:50,189.99,2u 45m,10,1111,0,BRU,ALC
2023-07-13,Antwerpen,Alicante,06:30,09:10,174.99,2u 40m,10,1103,0,ANR,ALC
2023-07-13,Brugge-Oostende,Alicante,07:00,09:50,179.99,2u 50m,10,1171,0,OST,ALC
2023-07-13,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-14,Luik,Alicante,06:00,08:45,204.99,2u 45m,10,1161,0,LGG,ALC
2023-07-14,Brussel,Alicante,06:05,08:50,199.99,2u 45m,10,1111,0,BRU,ALC
2023-07-14,Brugge-Oostende,Alicante,07:00,09:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-07-14,Brussel,Alicante,16:05,18:50,204.99,2u 45m,10,1113,0,BRU,ALC
2023-07-14,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-15,Brussel,Alicante,06:00,08:45,244.99,2u 45m,10,1111,0,BRU,ALC
2023-07-15,Brugge-Oostende,Alicante,06:00,08:50,274.99,2u 50m,10,1187,0,OST,ALC
2023-07-15,Antwerpen,Alicante,06:30,09:10,244.99,2u 40m,10,1101,0,ANR,ALC
2023-07-15,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-16,Brugge-Oostende,Alicante,06:00,08:50,244.99,2u 50m,10,1171,0,OST,ALC
2023-07-16,Brussel,Alicante,06:10,08:55,244.99,2u 45m,10,1111,0,BRU,ALC
2023-07-16,Antwerpen,Alicante,08:30,11:10,274.99,2u 40m,10,1101,0,ANR,ALC
2023-07-16,Brussel,Alicante,18:25,21:10,199.99,2u 45m,10,1113,0,BRU,ALC
2023-07-16,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-17,Luik,Alicante,06:00,08:45,249.99,2u 45m,10,1161,0,LGG,ALC
2023-07-17,Brussel,Alicante,06:05,08:50,279.99,2u 45m,10,1111,0,BRU,ALC
2023-07-17,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-17,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-18,Brugge-Oostende,Alicante,06:00,08:50,219.99,2u 50m,10,1171,0,OST,ALC
2023-07-18,Antwerpen,Alicante,08:35,11:15,269.99,2u 40m,8,1103,0,ANR,ALC
2023-07-18,Brussel,Alicante,15:20,18:05,189.99,2u 45m,10,1111,0,BRU,ALC
2023-07-18,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-19,Brugge-Oostende,Alicante,06:00,08:50,254.99,2u 50m,10,1187,0,OST,ALC
2023-07-19,Brussel,Alicante,06:05,08:50,189.99,2u 45m,10,1111,0,BRU,ALC
2023-07-19,Antwerpen,Alicante,06:30,09:10,184.99,2u 40m,10,1101,0,ANR,ALC
2023-07-19,Brussel,Alicante,13:15,16:00,184.99,2u 45m,10,1113,0,BRU,ALC
2023-07-19,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-20,Brussel,Alicante,06:05,08:50,199.99,2u 45m,10,1111,0,BRU,ALC
2023-07-20,Antwerpen,Alicante,06:30,09:10,189.99,2u 40m,10,1103,0,ANR,ALC
2023-07-20,Brugge-Oostende,Alicante,07:00,09:50,249.99,2u 50m,10,1171,0,OST,ALC
2023-07-20,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-21,Luik,Alicante,06:00,08:45,224.99,2u 45m,10,1161,0,LGG,ALC
2023-07-21,Brussel,Alicante,06:05,08:50,244.99,2u 45m,10,1111,0,BRU,ALC
2023-07-21,Brugge-Oostende,Alicante,07:00,09:50,244.99,2u 50m,10,1171,0,OST,ALC
2023-07-21,Brussel,Alicante,16:05,18:50,209.99,2u 45m,10,1113,0,BRU,ALC
2023-07-21,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-22,Brussel,Alicante,06:00,08:45,224.99,2u 45m,10,1111,0,BRU,ALC
2023-07-22,Brugge-Oostende,Alicante,06:00,08:50,254.99,2u 50m,10,1187,0,OST,ALC
2023-07-22,Antwerpen,Alicante,06:30,09:10,224.99,2u 40m,10,1101,0,ANR,ALC
2023-07-22,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-23,Brugge-Oostende,Alicante,06:00,08:50,229.99,2u 50m,10,1171,0,OST,ALC
2023-07-23,Brussel,Alicante,06:10,08:55,224.99,2u 45m,10,1111,0,BRU,ALC
2023-07-23,Antwerpen,Alicante,08:30,11:10,234.99,2u 40m,10,1101,0,ANR,ALC
2023-07-23,Brussel,Alicante,18:25,21:10,184.99,2u 45m,10,1113,0,BRU,ALC
2023-07-23,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-24,Luik,Alicante,06:00,08:45,249.99,2u 45m,10,1161,0,LGG,ALC
2023-07-24,Brussel,Alicante,06:05,08:50,259.99,2u 45m,10,1111,0,BRU,ALC
2023-07-24,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-24,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-25,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-07-25,Antwerpen,Alicante,08:35,11:15,209.99,2u 40m,10,1103,0,ANR,ALC
2023-07-25,Brussel,Alicante,15:20,18:05,184.99,2u 45m,10,1111,0,BRU,ALC
2023-07-25,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-26,Brugge-Oostende,Alicante,06:00,08:50,219.99,2u 50m,10,1187,0,OST,ALC
2023-07-26,Brussel,Alicante,06:05,08:50,179.99,2u 45m,10,1111,0,BRU,ALC
2023-07-26,Antwerpen,Alicante,06:30,09:10,174.99,2u 40m,10,1101,0,ANR,ALC
2023-07-26,Brussel,Alicante,13:15,16:00,174.99,2u 45m,10,1113,0,BRU,ALC
2023-07-26,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-27,Brussel,Alicante,06:05,08:50,169.99,2u 45m,10,1111,0,BRU,ALC
2023-07-27,Antwerpen,Alicante,06:30,09:10,149.99,2u 40m,10,1103,0,ANR,ALC
2023-07-27,Brugge-Oostende,Alicante,07:00,09:50,174.99,2u 50m,10,1171,0,OST,ALC
2023-07-27,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-28,Luik,Alicante,06:00,08:45,189.99,2u 45m,10,1161,0,LGG,ALC
2023-07-28,Brussel,Alicante,06:05,08:50,184.99,2u 45m,10,1111,0,BRU,ALC
2023-07-28,Brugge-Oostende,Alicante,07:00,09:50,179.99,2u 50m,10,1171,0,OST,ALC
2023-07-28,Brussel,Alicante,16:05,18:50,169.99,2u 45m,10,1113,0,BRU,ALC
2023-07-28,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-29,Brussel,Alicante,06:00,08:45,209.99,2u 45m,10,1111,0,BRU,ALC
2023-07-29,Brugge-Oostende,Alicante,06:00,08:50,244.99,2u 50m,10,1187,0,OST,ALC
2023-07-29,Antwerpen,Alicante,06:30,09:10,219.99,2u 40m,10,1101,0,ANR,ALC
2023-07-29,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-30,Brugge-Oostende,Alicante,06:00,08:50,194.99,2u 50m,10,1171,0,OST,ALC
2023-07-30,Brussel,Alicante,06:10,08:55,184.99,2u 45m,10,1111,0,BRU,ALC
2023-07-30,Antwerpen,Alicante,08:30,11:10,234.99,2u 40m,10,1101,0,ANR,ALC
2023-07-30,Brussel,Alicante,18:25,21:10,174.99,2u 45m,10,1113,0,BRU,ALC
2023-07-30,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-31,Luik,Alicante,06:00,08:45,189.99,2u 45m,10,1161,0,LGG,ALC
2023-07-31,Brussel,Alicante,06:05,08:50,229.99,2u 45m,10,1111,0,BRU,ALC
2023-07-31,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-07-31,Brugge-Oostende,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-01,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1171,0,OST,ALC
2023-08-01,Antwerpen,Alicante,08:35,11:15,239.99,2u 40m,10,1103,0,ANR,ALC
2023-08-01,Brussel,Alicante,15:20,18:05,189.99,2u 45m,10,1111,0,BRU,ALC
2023-08-01,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-02,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1187,0,OST,ALC
2023-08-02,Brussel,Alicante,06:05,08:50,154.99,2u 45m,10,1111,0,BRU,ALC
2023-08-02,Antwerpen,Alicante,06:30,09:10,154.99,2u 40m,10,1101,0,ANR,ALC
2023-08-02,Brussel,Alicante,13:15,16:00,164.99,2u 45m,10,1113,0,BRU,ALC
2023-08-02,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-03,Brussel,Alicante,06:05,08:50,154.99,2u 45m,10,1111,0,BRU,ALC
2023-08-03,Antwerpen,Alicante,06:30,09:10,159.99,2u 40m,10,1103,0,ANR,ALC
2023-08-03,Brugge-Oostende,Alicante,07:00,09:50,169.99,2u 50m,10,1171,0,OST,ALC
2023-08-03,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-04,Luik,Alicante,06:00,08:45,179.99,2u 45m,10,1161,0,LGG,ALC
2023-08-04,Brussel,Alicante,06:05,08:50,189.99,2u 45m,10,1111,0,BRU,ALC
2023-08-04,Brugge-Oostende,Alicante,07:00,09:50,164.99,2u 50m,10,1171,0,OST,ALC
2023-08-04,Brussel,Alicante,16:05,18:50,159.99,2u 45m,10,1113,0,BRU,ALC
2023-08-04,Antwerpen,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-05,Brugge-Oostende,Alicante,06:00,08:50,209.99,2u 50m,10,1187,0,OST,ALC
2023-08-05,Brussel,Alicante,06:00,08:45,189.99,2u 45m,10,1111,0,BRU,ALC
2023-08-05,Antwerpen,Alicante,06:30,09:10,189.99,2u 40m,10,1101,0,ANR,ALC
2023-08-05,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-06,Brugge-Oostende,Alicante,06:00,08:50,159.99,2u 50m,10,1171,0,OST,ALC
2023-08-06,Brussel,Alicante,06:10,08:55,159.99,2u 45m,10,1111,0,BRU,ALC
2023-08-06,Antwerpen,Alicante,08:30,11:10,189.99,2u 40m,10,1101,0,ANR,ALC
2023-08-06,Brussel,Alicante,18:25,21:10,139.99,2u 45m,10,1113,0,BRU,ALC
2023-08-06,Luik,Alicante,geen,geen,geen,geen,geen,geen,geen,geen,geen
2023-08-07,Luik,Alicante,06:00,08:45,174.99,2u 45m,10,1161,0,LGG,ALC
2023-08-07,Brussel,Alicante,06:05,08:50,189.99,2u 45m,10,1111,0,BRU,ALC
