brussel,heraklion,08/07/2023,05:55,10:20,0,['SN 3255'],['Brussels Airlines'],205,457.14
brussel,heraklion,08/07/2023,15:25,19:50,0,['SN 3257'],['Brussels Airlines'],205,392.14
brussel,heraklion,08/07/2023,06:55,12:35,1,"['LH 5629', 'LH 1758']","['Brussels Airlines', 'Lufthansa']",280,518.58
brussel,heraklion,08/07/2023,06:55,14:15,1,"['LH 5629', 'LH 5922']","['Brussels Airlines', 'Aegean Airlines']",380,743.58
brussel,heraklion,08/07/2023,06:20,14:15,1,"['LX 4551', 'LX 2350']","['Brussels Airlines', 'Swiss International Air Lines']",415,722.51
brussel,heraklion,08/07/2023,07:00,16:05,1,"['LH 5587', 'LH 1296']","['Brussels Airlines', 'Lufthansa']",485,720.67
brussel,heraklion,08/07/2023,15:00,01:30,1,"['LX 4557', 'LX 2348']","['Brussels Airlines', 'Swiss International Air Lines']",570,410.51
brussel,heraklion,08/07/2023,19:15,08:50,1,"['LH 5589', 'LH 4420']","['Brussels Airlines', 'EW Discover']",755,356.88
brussel,rhodes,08/07/2023,06:00,10:30,0,['SN 3233'],['Brussels Airlines'],210,623.14
brussel,rhodes,08/07/2023,06:55,16:30,1,"['LH 5629', 'LH 1748']","['Brussels Airlines', 'EW Discover']",515,684.58
brussel,rhodes,08/07/2023,19:15,09:00,1,"['LH 5589', 'LH 4416']","['Brussels Airlines', 'EW Discover']",765,567.88
brussel,rhodes,08/07/2023,19:15,09:00,1,"['LH 5589', '4Y 1200']","['Brussels Airlines', 'EW Discover']",765,567.88
brussel,heraklion,09/07/2023,07:55,12:20,0,['SN 3255'],['Brussels Airlines'],205,457.14
brussel,heraklion,09/07/2023,19:00,01:00,1,"['LH 5631', 'LH 5922']","['Brussels Airlines', 'Aegean Airlines']",300,269.58
brussel,heraklion,09/07/2023,06:20,12:40,1,"['LX 4551', 'LX 2350']","['Brussels Airlines', 'Swiss International Air Lines']",320,592.51
brussel,heraklion,09/07/2023,07:00,16:05,1,"['LH 5587', 'LH 1296']","['Brussels Airlines', 'Lufthansa']",485,525.67
brussel,heraklion,09/07/2023,06:55,18:20,1,"['LH 5629', 'LH 1758']","['Brussels Airlines', 'Lufthansa']",625,453.58
brussel,rhodes,09/07/2023,15:05,19:35,0,['SN 3233'],['Brussels Airlines'],210,493.14
brussel,rhodes,09/07/2023,06:55,15:00,1,"['LH 5629', 'LH 1748']","['Brussels Airlines', 'Lufthansa']",425,684.58
brussel,rhodes,09/07/2023,06:20,17:35,1,"['LX 4551', 'LX 2346']","['Brussels Airlines', 'Swiss International Air Lines']",615,563.51
brussel,brindisi,09/07/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1722']","['Brussels Airlines', 'Swiss International Air Lines']",455,549.62
brussel,brindisi,09/07/2023,06:20,19:35,2,"['LX 4551', 'LX 1720']","['Brussels Airlines', 'SWISS RAILWAYS', 'Air Baltic']",795,413.37
brussel,napels,09/07/2023,09:35,11:55,0,['SN 3169'],['Brussels Airlines'],140,220.14
brussel,napels,09/07/2023,19:00,22:35,1,"['LH 5631', 'LH 1880']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,09/07/2023,19:00,22:35,1,"['SN 2647', 'SN 7181']","['Brussels Airlines', 'Lufthansa']",215,149.58
brussel,napels,09/07/2023,07:00,12:05,1,"['LH 5587', 'LH 334']","['Brussels Airlines', 'Lufthansa']",305,418.67
brussel,napels,09/07/2023,07:00,12:05,1,"['SN 2607', 'SN 7183']","['Brussels Airlines', 'Lufthansa']",305,418.67
brussel,napels,09/07/2023,06:55,12:25,1,"['LH 5629', 'LH 1876']","['Brussels Airlines', 'Lufthansa']",330,275.58
brussel,napels,09/07/2023,06:55,12:25,1,"['SN 2641', 'SN 7177']","['Brussels Airlines', 'Lufthansa']",330,275.58
brussel,palermo,09/07/2023,06:55,11:05,1,"['LH 5629', 'LH 1914']","['Brussels Airlines', 'Lufthansa']",250,222.58
brussel,palermo,09/07/2023,06:20,13:55,2,"['LX 4551', 'LX 2807', 'LX 1742']","['Brussels Airlines', 'Swiss International Air Lines']",455,487.62
brussel,palermo,09/07/2023,06:20,18:45,2,"['LX 4551', 'LX 1744']","['Brussels Airlines', 'SWISS RAILWAYS', 'Swiss International Air Lines']",745,325.37
brussel,faro,09/07/2023,08:40,10:40,0,['SN 3801'],['Brussels Airlines'],180,346.14
brussel,faro,09/07/2023,07:00,12:20,1,"['LH 5587', 'LH 1498']","['Brussels Airlines', 'Lufthansa']",380,479.67
brussel,faro,09/07/2023,06:55,13:00,1,"['LH 5629', 'LH 1786']","['Brussels Airlines', 'Lufthansa']",425,407.58
brussel,faro,09/07/2023,09:15,13:05,1,"['SN 3815', 'TP 1905']","['Brussels Airlines', 'Tap Air Portugal']",290,460.25
brussel,faro,09/07/2023,17:05,23:50,1,"['SN 3819', 'TP 1909']","['Brussels Airlines', 'Tap Air Portugal']",465,525.25
brussel,faro,09/07/2023,09:15,17:20,1,"['SN 3815', 'TP 1903']","['Brussels Airlines', 'Portugália']",545,541.25
brussel,alicante,09/07/2023,05:55,08:25,0,['SN 3771'],['Brussels Airlines'],150,285.14
brussel,ibiza,09/07/2023,06:00,08:25,0,['SN 3777'],['Brussels Airlines'],145,472.14
brussel,ibiza,09/07/2023,07:00,12:05,1,"['LH 5587', 'LH 4308']","['Brussels Airlines', 'EW Discover']",305,429.67
brussel,ibiza,09/07/2023,06:55,16:25,1,"['LH 5629', 'LH 1846']","['Brussels Airlines', 'EW Discover']",570,189.58
