Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Brindisi,2023-05-29,20:55:00.000,23:20:00.000,24.05,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~05/29/2023 20:55~BDS~05/29/2023 23:20~~
Brussels (Charleroi),Naples,2023-05-29,06:30:00.000,08:45:00.000,33.32,02:15,0,3,FR 1302,FR~1302~ ~~CRL~05/29/2023 06:30~NAP~05/29/2023 08:45~~
Brussels (Charleroi),Naples,2023-05-29,09:30:00.000,11:45:00.000,63.31,02:15,0,3,FR 1310,FR~1310~ ~~CRL~05/29/2023 09:30~NAP~05/29/2023 11:45~~
Brussels (Charleroi),Palermo,2023-05-29,12:05:00.000,14:35:00.000,81.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~05/29/2023 12:05~PMO~05/29/2023 14:35~~
Brussels (Charleroi),Faro,2023-05-29,18:00:00.000,19:55:00.000,57.59,02:55,0,2,FR 2941,FR~2941~ ~~CRL~05/29/2023 18:00~FAO~05/29/2023 19:55~~
Brussels (Charleroi),Alicante,2023-05-29,16:55:00.000,19:20:00.000,75.7,02:25,0,2,FR 3534,FR~3534~ ~~CRL~05/29/2023 16:55~ALC~05/29/2023 19:20~~
Brussels,Malaga,2023-05-29,17:40:00.000,20:30:00.000,54.33,02:50,0,5,FR 2923,FR~2923~ ~~BRU~05/29/2023 17:40~AGP~05/29/2023 20:30~~
Brussels (Charleroi),Malaga,2023-05-29,19:20:00.000,22:05:00.000,46.59,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~05/29/2023 19:20~AGP~05/29/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-05-30,07:20:00.000,11:45:00.000,118.46,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~05/30/2023 07:20~HER~05/30/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-05-30,17:20:00.000,19:45:00.000,44.33,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~05/30/2023 17:20~BDS~05/30/2023 19:45~~
Brussels (Charleroi),Naples,2023-05-30,19:20:00.000,21:35:00.000,52.01,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~05/30/2023 19:20~NAP~05/30/2023 21:35~~
Brussels (Charleroi),Palermo,2023-05-30,15:35:00.000,18:05:00.000,71.99,02:30,0,5,FR 6269,FR~6269~ ~~CRL~05/30/2023 15:35~PMO~05/30/2023 18:05~~
Brussels (Charleroi),Faro,2023-05-30,13:45:00.000,15:40:00.000,34.59,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~05/30/2023 13:45~FAO~05/30/2023 15:40~~
Brussels (Charleroi),Faro,2023-05-30,16:45:00.000,18:40:00.000,30.39,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~05/30/2023 16:45~FAO~05/30/2023 18:40~~
Brussels (Charleroi),Alicante,2023-05-30,06:30:00.000,08:55:00.000,58.14,02:25,0,1,FR 3534,FR~3534~ ~~CRL~05/30/2023 06:30~ALC~05/30/2023 08:55~~
Brussels (Charleroi),Alicante,2023-05-30,12:15:00.000,14:40:00.000,75.7,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~05/30/2023 12:15~ALC~05/30/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-05-30,09:25:00.000,11:50:00.000,84.55,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~05/30/2023 09:25~IBZ~05/30/2023 11:50~~
Brussels (Charleroi),Malaga,2023-05-30,16:00:00.000,18:45:00.000,37.15,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~05/30/2023 16:00~AGP~05/30/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-05-30,07:15:00.000,10:50:00.000,104.69,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~05/30/2023 07:15~TFS~05/30/2023 10:50~~
Brussels (Charleroi),Rhodes,2023-05-31,13:10:00.000,17:45:00.000,86.81,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~05/31/2023 13:10~RHO~05/31/2023 17:45~~
Brussels (Charleroi),Naples,2023-05-31,16:35:00.000,18:50:00.000,54.95,02:15,0,4,FR 1302,FR~1302~ ~~CRL~05/31/2023 16:35~NAP~05/31/2023 18:50~~
Brussels (Charleroi),Palermo,2023-05-31,09:25:00.000,11:55:00.000,81.99,02:30,0,5,FR 6269,FR~6269~ ~~CRL~05/31/2023 09:25~PMO~05/31/2023 11:55~~
Brussels (Charleroi),Faro,2023-05-31,12:25:00.000,14:20:00.000,48.24,02:55,0,4,FR 2941,FR~2941~ ~~CRL~05/31/2023 12:25~FAO~05/31/2023 14:20~~
Brussels (Charleroi),Faro,2023-05-31,16:20:00.000,18:15:00.000,31.09,02:55,0,1,FR 6312,FR~6312~ ~~CRL~05/31/2023 16:20~FAO~05/31/2023 18:15~~
Brussels (Charleroi),Alicante,2023-05-31,10:00:00.000,12:25:00.000,87.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~05/31/2023 10:00~ALC~05/31/2023 12:25~~
Brussels (Charleroi),Alicante,2023-05-31,14:45:00.000,17:10:00.000,76.39,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~05/31/2023 14:45~ALC~05/31/2023 17:10~~
Brussels (Charleroi),Alicante,2023-05-31,21:55:00.000,00:20:00.000,57.05,02:25,0,3,FR 6063,FR~6063~ ~~CRL~05/31/2023 21:55~ALC~06/01/2023 00:20~~
Brussels,Malaga,2023-05-31,10:05:00.000,13:00:00.000,71.67,02:55,0,1,FR 2923,FR~2923~ ~~BRU~05/31/2023 10:05~AGP~05/31/2023 13:00~~
Brussels (Charleroi),Malaga,2023-05-31,06:45:00.000,09:30:00.000,57.12,02:45,0,2,FR 1916,FR~1916~ ~~CRL~05/31/2023 06:45~AGP~05/31/2023 09:30~~
Brussels (Charleroi),Corfu,2023-06-01,18:20:00.000,22:00:00.000,99.8,02:40,0,1,FR 6251,FR~6251~ ~~CRL~06/01/2023 18:20~CFU~06/01/2023 22:00~~
Brussels (Charleroi),Naples,2023-06-01,06:25:00.000,08:40:00.000,71.32,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/01/2023 06:25~NAP~06/01/2023 08:40~~
Brussels (Charleroi),Faro,2023-06-01,11:25:00.000,13:20:00.000,87.79,02:55,0,3,FR 2941,FR~2941~ ~~CRL~06/01/2023 11:25~FAO~06/01/2023 13:20~~
Brussels (Charleroi),Alicante,2023-06-01,09:00:00.000,11:25:00.000,75.99,02:25,0,4,FR 9053,FR~9053~ ~~CRL~06/01/2023 09:00~ALC~06/01/2023 11:25~~
Brussels (Charleroi),Alicante,2023-06-01,15:05:00.000,17:30:00.000,82.74,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/01/2023 15:05~ALC~06/01/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-06-01,10:20:00.000,12:45:00.000,150.89,02:25,0,4,FR 6456,FR~6456~ ~~CRL~06/01/2023 10:20~IBZ~06/01/2023 12:45~~
Brussels (Charleroi),Malaga,2023-06-01,17:30:00.000,20:15:00.000,84.59,02:45,0,5,FR 1916,FR~1916~ ~~CRL~06/01/2023 17:30~AGP~06/01/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-06-01,20:00:00.000,23:35:00.000,102.11,04:35,0,1,FR 563,FR~ 563~ ~~CRL~06/01/2023 20:00~TFS~06/01/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-06-02,07:55:00.000,12:30:00.000,109.33,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~06/02/2023 07:55~RHO~06/02/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-06-02,07:00:00.000,09:25:00.000,121.87,02:25,0,4,FR 7737,FR~7737~ ~~CRL~06/02/2023 07:00~BDS~06/02/2023 09:25~~
Brussels (Charleroi),Naples,2023-06-02,09:10:00.000,11:25:00.000,110.61,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/02/2023 09:10~NAP~06/02/2023 11:25~~
Brussels (Charleroi),Naples,2023-06-02,20:00:00.000,22:15:00.000,95.41,02:15,0,5,FR 1310,FR~1310~ ~~CRL~06/02/2023 20:00~NAP~06/02/2023 22:15~~
Brussels (Charleroi),Palermo,2023-06-02,16:35:00.000,19:05:00.000,110.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~06/02/2023 16:35~PMO~06/02/2023 19:05~~
Brussels (Charleroi),Faro,2023-06-02,07:05:00.000,09:00:00.000,115.79,02:55,0,1,FR 2941,FR~2941~ ~~CRL~06/02/2023 07:05~FAO~06/02/2023 09:00~~
Brussels (Charleroi),Faro,2023-06-02,17:30:00.000,19:25:00.000,56.49,02:55,0,5,FR 6312,FR~6312~ ~~CRL~06/02/2023 17:30~FAO~06/02/2023 19:25~~
Brussels (Charleroi),Alicante,2023-06-02,09:45:00.000,12:10:00.000,100.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/02/2023 09:45~ALC~06/02/2023 12:10~~
Brussels (Charleroi),Alicante,2023-06-02,17:20:00.000,19:45:00.000,82.74,02:25,0,1,FR 9053,FR~9053~ ~~CRL~06/02/2023 17:20~ALC~06/02/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-06-02,16:15:00.000,18:40:00.000,139.77,02:25,0,5,FR 6456,FR~6456~ ~~CRL~06/02/2023 16:15~IBZ~06/02/2023 18:40~~
Brussels (Charleroi),Malaga,2023-06-02,10:00:00.000,12:45:00.000,87.24,02:45,0,3,FR 1928,FR~1928~ ~~CRL~06/02/2023 10:00~AGP~06/02/2023 12:45~~
Brussels (Charleroi),Malaga,2023-06-02,20:55:00.000,23:40:00.000,63.68,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/02/2023 20:55~AGP~06/02/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-06-02,06:30:00.000,10:05:00.000,132.95,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~06/02/2023 06:30~TFS~06/02/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-06-03,08:10:00.000,12:35:00.000,129.81,03:25,0,5,FR 7986,FR~7986~ ~~CRL~06/03/2023 08:10~HER~06/03/2023 12:35~~
Brussels (Charleroi),Naples,2023-06-03,07:45:00.000,10:00:00.000,113.9,02:15,0,5,FR 1302,FR~1302~ ~~CRL~06/03/2023 07:45~NAP~06/03/2023 10:00~~
Brussels (Charleroi),Palermo,2023-06-03,21:30:00.000,23:59:00.000,67.0,02:29,0,-1,FR 6269,FR~6269~ ~~CRL~06/03/2023 21:30~PMO~06/03/2023 23:59~~
Brussels (Charleroi),Faro,2023-06-03,11:05:00.000,13:00:00.000,97.99,02:55,0,3,FR 2941,FR~2941~ ~~CRL~06/03/2023 11:05~FAO~06/03/2023 13:00~~
Brussels (Charleroi),Alicante,2023-06-03,15:50:00.000,18:15:00.000,133.54,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/03/2023 15:50~ALC~06/03/2023 18:15~~
Brussels (Charleroi),Alicante,2023-06-03,18:15:00.000,20:40:00.000,135.64,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~06/03/2023 18:15~ALC~06/03/2023 20:40~~
Brussels (Charleroi),Malaga,2023-06-03,13:35:00.000,16:20:00.000,66.89,02:45,0,2,FR 1916,FR~1916~ ~~CRL~06/03/2023 13:35~AGP~06/03/2023 16:20~~
Brussels (Charleroi),Corfu,2023-06-04,17:00:00.000,20:40:00.000,87.79,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~06/04/2023 17:00~CFU~06/04/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-06-04,17:30:00.000,19:55:00.000,50.25,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~06/04/2023 17:30~BDS~06/04/2023 19:55~~
Brussels (Charleroi),Naples,2023-06-04,09:45:00.000,12:00:00.000,82.07,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/04/2023 09:45~NAP~06/04/2023 12:00~~
Brussels (Charleroi),Faro,2023-06-04,16:45:00.000,18:40:00.000,46.59,02:55,0,3,FR 2941,FR~2941~ ~~CRL~06/04/2023 16:45~FAO~06/04/2023 18:40~~
Brussels (Charleroi),Faro,2023-06-04,19:45:00.000,21:40:00.000,19.99,02:55,0,1,FR 6312,FR~6312~ ~~CRL~06/04/2023 19:45~FAO~06/04/2023 21:40~~
Brussels (Charleroi),Alicante,2023-06-04,09:55:00.000,12:20:00.000,88.59,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/04/2023 09:55~ALC~06/04/2023 12:20~~
Brussels (Charleroi),Alicante,2023-06-04,15:00:00.000,17:25:00.000,76.74,02:25,0,5,FR 9053,FR~9053~ ~~CRL~06/04/2023 15:00~ALC~06/04/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-06-04,07:30:00.000,09:55:00.000,61.57,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~06/04/2023 07:30~IBZ~06/04/2023 09:55~~
Brussels,Malaga,2023-06-04,09:55:00.000,12:50:00.000,81.93,02:55,0,2,FR 2923,FR~2923~ ~~BRU~06/04/2023 09:55~AGP~06/04/2023 12:50~~
Brussels (Charleroi),Malaga,2023-06-04,21:30:00.000,00:15:00.000,71.49,02:45,0,4,FR 1916,FR~1916~ ~~CRL~06/04/2023 21:30~AGP~06/05/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-06-04,12:35:00.000,16:10:00.000,92.75,04:35,0,1,FR 563,FR~ 563~ ~~CRL~06/04/2023 12:35~TFS~06/04/2023 16:10~~
Brussels (Charleroi),Corfu,2023-06-05,19:20:00.000,23:00:00.000,55.12,02:40,0,3,FR 6251,FR~6251~ ~~CRL~06/05/2023 19:20~CFU~06/05/2023 23:00~~
Brussels (Charleroi),Rhodes,2023-06-05,12:00:00.000,16:35:00.000,73.03,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~06/05/2023 12:00~RHO~06/05/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-06-05,20:55:00.000,23:20:00.000,44.33,02:25,0,1,FR 7737,FR~7737~ ~~CRL~06/05/2023 20:55~BDS~06/05/2023 23:20~~
Brussels (Charleroi),Naples,2023-06-05,06:30:00.000,08:45:00.000,50.67,02:15,0,1,FR 1302,FR~1302~ ~~CRL~06/05/2023 06:30~NAP~06/05/2023 08:45~~
Brussels (Charleroi),Naples,2023-06-05,09:30:00.000,11:45:00.000,61.57,02:15,0,3,FR 1310,FR~1310~ ~~CRL~06/05/2023 09:30~NAP~06/05/2023 11:45~~
Brussels (Charleroi),Palermo,2023-06-05,12:05:00.000,14:35:00.000,95.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~06/05/2023 12:05~PMO~06/05/2023 14:35~~
Brussels (Charleroi),Faro,2023-06-05,18:00:00.000,19:55:00.000,26.19,02:55,0,5,FR 2941,FR~2941~ ~~CRL~06/05/2023 18:00~FAO~06/05/2023 19:55~~
Brussels (Charleroi),Alicante,2023-06-05,16:55:00.000,19:20:00.000,84.62,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/05/2023 16:55~ALC~06/05/2023 19:20~~
Brussels,Malaga,2023-06-05,17:40:00.000,20:30:00.000,90.73,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~06/05/2023 17:40~AGP~06/05/2023 20:30~~
Brussels (Charleroi),Malaga,2023-06-05,19:20:00.000,22:05:00.000,65.89,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/05/2023 19:20~AGP~06/05/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-06-06,07:20:00.000,11:45:00.000,60.94,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~06/06/2023 07:20~HER~06/06/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-06-06,17:20:00.000,19:45:00.000,65.91,02:25,0,1,FR 7737,FR~7737~ ~~CRL~06/06/2023 17:20~BDS~06/06/2023 19:45~~
Brussels (Charleroi),Naples,2023-06-06,19:20:00.000,21:35:00.000,60.57,02:15,0,1,FR 1302,FR~1302~ ~~CRL~06/06/2023 19:20~NAP~06/06/2023 21:35~~
Brussels (Charleroi),Palermo,2023-06-06,15:35:00.000,18:05:00.000,86.99,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~06/06/2023 15:35~PMO~06/06/2023 18:05~~
Brussels (Charleroi),Faro,2023-06-06,13:45:00.000,15:40:00.000,50.22,02:55,0,3,FR 2941,FR~2941~ ~~CRL~06/06/2023 13:45~FAO~06/06/2023 15:40~~
Brussels (Charleroi),Faro,2023-06-06,16:45:00.000,18:40:00.000,16.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~06/06/2023 16:45~FAO~06/06/2023 18:40~~
Brussels (Charleroi),Alicante,2023-06-06,06:30:00.000,08:55:00.000,65.89,02:25,0,1,FR 3534,FR~3534~ ~~CRL~06/06/2023 06:30~ALC~06/06/2023 08:55~~
Brussels (Charleroi),Alicante,2023-06-06,12:15:00.000,14:40:00.000,77.09,02:25,0,5,FR 9053,FR~9053~ ~~CRL~06/06/2023 12:15~ALC~06/06/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-06-06,09:25:00.000,11:50:00.000,61.57,02:25,0,1,FR 6456,FR~6456~ ~~CRL~06/06/2023 09:25~IBZ~06/06/2023 11:50~~
Brussels (Charleroi),Malaga,2023-06-06,16:00:00.000,18:45:00.000,48.56,02:45,0,3,FR 1916,FR~1916~ ~~CRL~06/06/2023 16:00~AGP~06/06/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-06-06,07:15:00.000,10:50:00.000,87.89,04:35,0,4,FR 563,FR~ 563~ ~~CRL~06/06/2023 07:15~TFS~06/06/2023 10:50~~
Brussels (Charleroi),Corfu,2023-06-07,08:05:00.000,11:45:00.000,94.99,02:40,0,1,FR 6251,FR~6251~ ~~CRL~06/07/2023 08:05~CFU~06/07/2023 11:45~~
Brussels (Charleroi),Rhodes,2023-06-07,13:10:00.000,17:45:00.000,84.03,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~06/07/2023 13:10~RHO~06/07/2023 17:45~~
Brussels (Charleroi),Naples,2023-06-07,16:35:00.000,18:50:00.000,59.04,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/07/2023 16:35~NAP~06/07/2023 18:50~~
Brussels (Charleroi),Palermo,2023-06-07,09:25:00.000,11:55:00.000,89.99,02:30,0,5,FR 6269,FR~6269~ ~~CRL~06/07/2023 09:25~PMO~06/07/2023 11:55~~
Brussels (Charleroi),Faro,2023-06-07,12:25:00.000,14:20:00.000,31.39,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~06/07/2023 12:25~FAO~06/07/2023 14:20~~
Brussels (Charleroi),Faro,2023-06-07,16:20:00.000,18:15:00.000,26.76,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~06/07/2023 16:20~FAO~06/07/2023 18:15~~
Brussels (Charleroi),Alicante,2023-06-07,10:00:00.000,12:25:00.000,67.12,02:25,0,1,FR 3534,FR~3534~ ~~CRL~06/07/2023 10:00~ALC~06/07/2023 12:25~~
Brussels (Charleroi),Alicante,2023-06-07,14:45:00.000,17:10:00.000,67.12,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~06/07/2023 14:45~ALC~06/07/2023 17:10~~
Brussels (Charleroi),Alicante,2023-06-07,21:55:00.000,00:20:00.000,56.49,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~06/07/2023 21:55~ALC~06/08/2023 00:20~~
Brussels,Malaga,2023-06-07,10:05:00.000,13:00:00.000,81.86,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~06/07/2023 10:05~AGP~06/07/2023 13:00~~
Brussels (Charleroi),Malaga,2023-06-07,06:45:00.000,09:30:00.000,75.24,02:45,0,5,FR 1916,FR~1916~ ~~CRL~06/07/2023 06:45~AGP~06/07/2023 09:30~~
Brussels (Charleroi),Corfu,2023-06-08,18:20:00.000,22:00:00.000,55.87,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~06/08/2023 18:20~CFU~06/08/2023 22:00~~
Brussels (Charleroi),Naples,2023-06-08,06:25:00.000,08:40:00.000,40.13,02:15,0,4,FR 1302,FR~1302~ ~~CRL~06/08/2023 06:25~NAP~06/08/2023 08:40~~
Brussels (Charleroi),Faro,2023-06-08,11:25:00.000,13:20:00.000,77.09,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~06/08/2023 11:25~FAO~06/08/2023 13:20~~
Brussels (Charleroi),Alicante,2023-06-08,09:00:00.000,11:25:00.000,65.87,02:25,0,1,FR 9053,FR~9053~ ~~CRL~06/08/2023 09:00~ALC~06/08/2023 11:25~~
Brussels (Charleroi),Alicante,2023-06-08,15:05:00.000,17:30:00.000,76.39,02:25,0,2,FR 3534,FR~3534~ ~~CRL~06/08/2023 15:05~ALC~06/08/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-06-08,10:20:00.000,12:45:00.000,112.9,02:25,0,5,FR 6456,FR~6456~ ~~CRL~06/08/2023 10:20~IBZ~06/08/2023 12:45~~
Brussels (Charleroi),Malaga,2023-06-08,17:30:00.000,20:15:00.000,65.19,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/08/2023 17:30~AGP~06/08/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-06-08,20:00:00.000,23:35:00.000,92.75,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~06/08/2023 20:00~TFS~06/08/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-06-09,07:55:00.000,12:30:00.000,130.28,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~06/09/2023 07:55~RHO~06/09/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-06-09,07:00:00.000,09:25:00.000,78.97,02:25,0,2,FR 7737,FR~7737~ ~~CRL~06/09/2023 07:00~BDS~06/09/2023 09:25~~
Brussels (Charleroi),Naples,2023-06-09,09:10:00.000,11:25:00.000,110.61,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/09/2023 09:10~NAP~06/09/2023 11:25~~
Brussels (Charleroi),Naples,2023-06-09,20:00:00.000,22:15:00.000,78.67,02:15,0,2,FR 1310,FR~1310~ ~~CRL~06/09/2023 20:00~NAP~06/09/2023 22:15~~
Brussels (Charleroi),Palermo,2023-06-09,16:35:00.000,19:05:00.000,93.99,02:30,0,4,FR 6269,FR~6269~ ~~CRL~06/09/2023 16:35~PMO~06/09/2023 19:05~~
Brussels (Charleroi),Faro,2023-06-09,07:05:00.000,09:00:00.000,43.57,02:55,0,1,FR 2941,FR~2941~ ~~CRL~06/09/2023 07:05~FAO~06/09/2023 09:00~~
Brussels (Charleroi),Faro,2023-06-09,17:30:00.000,19:25:00.000,37.31,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~06/09/2023 17:30~FAO~06/09/2023 19:25~~
Brussels (Charleroi),Alicante,2023-06-09,09:45:00.000,12:10:00.000,104.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/09/2023 09:45~ALC~06/09/2023 12:10~~
Brussels (Charleroi),Alicante,2023-06-09,17:20:00.000,19:45:00.000,82.74,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~06/09/2023 17:20~ALC~06/09/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-06-09,16:15:00.000,18:40:00.000,121.14,02:25,0,3,FR 6456,FR~6456~ ~~CRL~06/09/2023 16:15~IBZ~06/09/2023 18:40~~
Brussels (Charleroi),Malaga,2023-06-09,10:00:00.000,12:45:00.000,84.62,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~06/09/2023 10:00~AGP~06/09/2023 12:45~~
Brussels (Charleroi),Malaga,2023-06-09,20:55:00.000,23:40:00.000,43.57,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/09/2023 20:55~AGP~06/09/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-06-09,06:30:00.000,10:05:00.000,102.11,04:35,0,1,FR 563,FR~ 563~ ~~CRL~06/09/2023 06:30~TFS~06/09/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-06-10,08:10:00.000,12:35:00.000,115.44,03:25,0,4,FR 7986,FR~7986~ ~~CRL~06/10/2023 08:10~HER~06/10/2023 12:35~~
Brussels (Charleroi),Naples,2023-06-10,07:45:00.000,10:00:00.000,59.51,02:15,0,4,FR 1302,FR~1302~ ~~CRL~06/10/2023 07:45~NAP~06/10/2023 10:00~~
Brussels (Charleroi),Palermo,2023-06-10,21:30:00.000,23:59:00.000,75.99,02:29,0,4,FR 6269,FR~6269~ ~~CRL~06/10/2023 21:30~PMO~06/10/2023 23:59~~
Brussels (Charleroi),Faro,2023-06-10,11:05:00.000,13:00:00.000,63.68,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~06/10/2023 11:05~FAO~06/10/2023 13:00~~
Brussels (Charleroi),Alicante,2023-06-10,15:50:00.000,18:15:00.000,75.7,02:25,0,4,FR 3534,FR~3534~ ~~CRL~06/10/2023 15:50~ALC~06/10/2023 18:15~~
Brussels (Charleroi),Alicante,2023-06-10,18:15:00.000,20:40:00.000,71.49,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~06/10/2023 18:15~ALC~06/10/2023 20:40~~
Brussels (Charleroi),Malaga,2023-06-10,13:35:00.000,16:20:00.000,62.12,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/10/2023 13:35~AGP~06/10/2023 16:20~~
Brussels (Charleroi),Corfu,2023-06-11,17:00:00.000,20:40:00.000,101.39,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~06/11/2023 17:00~CFU~06/11/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-06-11,17:30:00.000,19:55:00.000,78.97,02:25,0,5,FR 7737,FR~7737~ ~~CRL~06/11/2023 17:30~BDS~06/11/2023 19:55~~
Brussels (Charleroi),Naples,2023-06-11,09:45:00.000,12:00:00.000,46.39,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~06/11/2023 09:45~NAP~06/11/2023 12:00~~
Brussels (Charleroi),Faro,2023-06-11,16:45:00.000,18:40:00.000,36.89,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~06/11/2023 16:45~FAO~06/11/2023 18:40~~
Brussels (Charleroi),Faro,2023-06-11,19:45:00.000,21:40:00.000,19.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~06/11/2023 19:45~FAO~06/11/2023 21:40~~
Brussels (Charleroi),Alicante,2023-06-11,09:55:00.000,12:20:00.000,65.89,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~06/11/2023 09:55~ALC~06/11/2023 12:20~~
Brussels (Charleroi),Alicante,2023-06-11,15:00:00.000,17:25:00.000,78.99,02:25,0,4,FR 9053,FR~9053~ ~~CRL~06/11/2023 15:00~ALC~06/11/2023 17:25~~
Brussels (Charleroi),Ibiza,2023-06-11,07:30:00.000,09:55:00.000,111.5,02:25,0,1,FR 6456,FR~6456~ ~~CRL~06/11/2023 07:30~IBZ~06/11/2023 09:55~~
Brussels,Malaga,2023-06-11,09:55:00.000,12:50:00.000,71.85,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~06/11/2023 09:55~AGP~06/11/2023 12:50~~
Brussels (Charleroi),Malaga,2023-06-11,21:30:00.000,00:15:00.000,57.59,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~06/11/2023 21:30~AGP~06/12/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-06-11,12:35:00.000,16:10:00.000,100.04,04:35,0,1,FR 563,FR~ 563~ ~~CRL~06/11/2023 12:35~TFS~06/11/2023 16:10~~
Brussels (Charleroi),Corfu,2023-06-12,19:20:00.000,23:00:00.000,66.89,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~06/12/2023 19:20~CFU~06/12/2023 23:00~~
