FR_CRL_RHO_2023-04-24_FR8577,FR8577,2023-04-24,2023-04-24,12:00,16:35,03:35,0,FR,CRL,RHO,2023-04-23,1,324.7
FR_CRL_BDS_2023-04-24_FR7737,FR7737,2023-04-24,2023-04-24,20:55,23:20,02:25,0,FR,CRL,BDS,2023-04-23,3,386.91
FR_CRL_NAP_2023-04-24_FR1310,FR1310,2023-04-24,2023-04-24,09:30,11:45,02:15,0,FR,CRL,NAP,2023-04-23,3,352.82
FR_CRL_FAO_2023-04-24_FR2941,FR2941,2023-04-24,2023-04-24,18:00,19:55,02:55,0,FR,CRL,FAO,2023-04-23,2,398.43
FR_BRU_AGP_2023-04-24_FR2923,FR2923,2023-04-24,2023-04-24,17:40,20:30,02:50,0,FR,BRU,AGP,2023-04-23,1,459.81
FR_BRU_PMI_2023-04-24_FR2915,FR2915,2023-04-24,2023-04-24,20:25,22:40,02:15,0,FR,BRU,PMI,2023-04-23,3,398.43
FR_CRL_HER_2023-04-25_FR7986,FR7986,2023-04-25,2023-04-25,07:20,11:45,03:25,0,FR,CRL,HER,2023-04-23,3,280.44
FR_CRL_BDS_2023-04-25_FR7737,FR7737,2023-04-25,2023-04-25,17:20,19:45,02:25,0,FR,CRL,BDS,2023-04-23,1,202.42
FR_CRL_NAP_2023-04-25_FR1302,FR1302,2023-04-25,2023-04-25,19:20,21:35,02:15,0,FR,CRL,NAP,2023-04-23,2,243.13
FR_CRL_RHO_2023-04-26_FR8577,FR8577,2023-04-26,2023-04-26,13:10,17:45,03:35,0,FR,CRL,RHO,2023-04-23,1,236.77
FR_CRL_PMO_2023-04-26_FR6269,FR6269,2023-04-26,2023-04-26,09:25,11:55,02:30,0,FR,CRL,PMO,2023-04-23,1,388.3
FR_CRL_ALC_2023-04-26_FR6063,FR6063,2023-04-26,2023-04-26,21:55,00:20,02:25,0,FR,CRL,ALC,2023-04-23,1,449.02
FR_CRL_PMI_2023-04-26_FR7831,FR7831,2023-04-26,2023-04-26,06:55,09:05,02:10,0,FR,CRL,PMI,2023-04-23,2,374.22
