HV_BRU_ALC_2023-04-14_HV9121,HV9121,2023-04-14,2023-04-14,16:45,19:10,02:25,0,HV,BRU,ALC,2023-04-13,2,112
HV_BRU_ALC_2023-04-15_HV9003,HV9003,2023-04-15,2023-04-15,16:35,19:05,02:30,0,HV,BRU,ALC,2023-04-13,5,112
HV_BRU_ALC_2023-04-16_HV9003,HV9003,2023-04-16,2023-04-16,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,4,125
HV_BRU_ALC_2023-04-18_HV9003,HV9003,2023-04-18,2023-04-18,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,3,125
HV_BRU_ALC_2023-04-19_HV9003,HV9003,2023-04-19,2023-04-19,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-13,4,125
HV_BRU_ALC_2023-04-20_HV9003,HV9003,2023-04-20,2023-04-20,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-13,1,112
HV_BRU_ALC_2023-04-22_HV9003,HV9003,2023-04-22,2023-04-22,16:20,18:50,02:30,0,HV,BRU,ALC,2023-04-13,4,234
HV_BRU_ALC_2023-04-23_HV9003,HV9003,2023-04-23,2023-04-23,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,4,234
HV_BRU_ALC_2023-04-25_HV9003,HV9003,2023-04-25,2023-04-25,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,4,182
HV_BRU_ALC_2023-04-26_HV9003,HV9003,2023-04-26,2023-04-26,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-13,4,199
HV_BRU_ALC_2023-04-27_HV9003,HV9003,2023-04-27,2023-04-27,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-13,5,199
HV_BRU_ALC_2023-04-29_HV9003,HV9003,2023-04-29,2023-04-29,16:20,18:50,02:30,0,HV,BRU,ALC,2023-04-13,9,234
HV_BRU_ALC_2023-04-30_HV9003,HV9003,2023-04-30,2023-04-30,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,6,234
HV_BRU_ALC_2023-05-02_HV9003,HV9003,2023-05-02,2023-05-02,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,-1,167
HV_BRU_ALC_2023-05-03_HV9003,HV9003,2023-05-03,2023-05-03,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-13,-1,152
HV_BRU_ALC_2023-05-04_HV9003,HV9003,2023-05-04,2023-05-04,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-13,6,125
HV_BRU_ALC_2023-05-06_HV9003,HV9003,2023-05-06,2023-05-06,16:20,18:50,02:30,0,HV,BRU,ALC,2023-04-13,3,138
HV_BRU_ALC_2023-05-07_HV9003,HV9003,2023-05-07,2023-05-07,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,-1,138
HV_BRU_ALC_2023-05-09_HV9003,HV9003,2023-05-09,2023-05-09,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,5,138
HV_BRU_ALC_2023-05-10_HV9003,HV9003,2023-05-10,2023-05-10,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-13,-1,152
HV_BRU_ALC_2023-05-11_HV9003,HV9003,2023-05-11,2023-05-11,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-13,-1,112
HV_BRU_ALC_2023-05-13_HV9003,HV9003,2023-05-13,2023-05-13,16:20,18:50,02:30,0,HV,BRU,ALC,2023-04-13,-1,199
HV_BRU_ALC_2023-05-14_HV9003,HV9003,2023-05-14,2023-05-14,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,-1,182
HV_BRU_ALC_2023-05-16_HV9003,HV9003,2023-05-16,2023-05-16,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-13,-1,182
HV_BRU_ALC_2023-05-17_HV9003,HV9003,2023-05-17,2023-05-17,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-13,-1,256
HV_BRU_ALC_2023-05-18_HV9003,HV9003,2023-05-18,2023-05-18,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-13,-1,256
