HV_BRU_ALC_2023-04-08_HV9003,HV9003,2023-04-08,2023-04-08,16:35,19:05,02:30,0,HV,BRU,ALC,2023-04-07,1,152
HV_BRU_ALC_2023-04-09_HV9003,HV9003,2023-04-09,2023-04-09,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,-1,138
HV_BRU_ALC_2023-04-11_HV9003,HV9003,2023-04-11,2023-04-11,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,4,138
HV_BRU_ALC_2023-04-12_HV9003,HV9003,2023-04-12,2023-04-12,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-07,4,138
HV_BRU_ALC_2023-04-13_HV9003,HV9003,2023-04-13,2023-04-13,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-07,9,73
HV_BRU_ALC_2023-04-14_HV9121,HV9121,2023-04-14,2023-04-14,16:45,19:10,02:25,0,HV,BRU,ALC,2023-04-07,1,91
HV_BRU_ALC_2023-04-15_HV9003,HV9003,2023-04-15,2023-04-15,16:35,19:05,02:30,0,HV,BRU,ALC,2023-04-07,5,101
HV_BRU_ALC_2023-04-16_HV9003,HV9003,2023-04-16,2023-04-16,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,5,112
HV_BRU_ALC_2023-04-18_HV9003,HV9003,2023-04-18,2023-04-18,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,4,101
HV_BRU_ALC_2023-04-19_HV9003,HV9003,2023-04-19,2023-04-19,16:05,18:35,02:30,0,HV,BRU,ALC,2023-04-07,3,112
HV_BRU_ALC_2023-04-20_HV9003,HV9003,2023-04-20,2023-04-20,6:50,9:15,02:25,0,HV,BRU,ALC,2023-04-07,6,112
HV_BRU_ALC_2023-04-22_HV9003,HV9003,2023-04-22,2023-04-22,16:20,18:50,02:30,0,HV,BRU,ALC,2023-04-07,6,234
HV_BRU_ALC_2023-04-23_HV9003,HV9003,2023-04-23,2023-04-23,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,4,182
HV_BRU_ALC_2023-04-25_HV9003,HV9003,2023-04-25,2023-04-25,17:25,19:55,02:30,0,HV,BRU,ALC,2023-04-07,6,167
